Clinic,typologyOfClinic,specialization,addressName,city,cityWikidata,longitude,latitude
dcddb75469b4b4875094e14561e573d8,Hospital especializado,family medicine,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
4c68cea7e58591b579fd074bcdaff740,Hospital especializado,cardiology,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
db7282901da891bea2fcd73840caad1c,Hospital especializado,physical medicine and rehabilitation,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
e08599ba76fe6afa2b5786d857b0f56e,Hospital especializado,surgery,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
9cc16a0bb48e3e50c4fd9c79444b393b,Hospital especializado,pharmacy,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
e72581f8614727a152dec6fcfc739ad2,Hospital especializado,radiodiagnostics,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
7a77584182a904bb75558a6bc911dd6e,Hospital especializado,dermatology,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
3354cbe0f7e1dbc43916af419085f9c4,Hospital especializado,emergency medicine,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
d4ee60f0f9279cfa4185653c57744d7f,Hospital especializado,oral and maxillofacial surgery,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
ff5df3fc5578f0ebf893269c16fe691a,Hospital especializado,Enfermería familiar y comunitaria,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
0079cb8b7e61e2269f1ccc8d2ba3f953,Hospital especializado,psychiatry,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
85cf77b36c41e3f038dd4883f71bca2f,Hospital especializado,neurosurgery,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
c11e93d2f88e9e393d5008f1e313a974,Hospital especializado,Obtención de muestras,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
643cae30898fb2d50ba01ba83485a3b4,Hospital especializado,Terapia ocupacional en la lesión medular,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
7dc0c34f98d798e2bab2baa3043d4aff,Hospital especializado,Traumatologia i cirurgia ortopèdica,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
5a30ca3979bc92620c5c706062009ee3,Hospital especializado,transplantation of tissues,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
c51af7220431c796de1944bf56876e9b,Hospital especializado,urology,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
633e46b10e15d2667eb184c416ef3750,Hospital especializado,anaesthesiology,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
253a8513d159183daee677c94af19e2f,Hospital especializado,internal medicine,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
23a918ecfcebe522938fe6074751eea6,Hospital especializado,allergology,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
321e0b61d8d98e4d7170499d97bc1b73,Hospital especializado,physical medicine and rehabilitation,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
63e78467a2ddcc6164a21d94e1654505,Hospital especializado,neurology,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
bbc606ef3a2b443f63c1fd714c9cdde8,Hospital especializado,surgery,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
b11694dde7e8d764e4df6296192dceae,Hospital especializado,speech-language pathology,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
192e05df53d8c509c70d965f160b2764,Hospital especializado,General Medicine,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
d18365f4422dbb44c340aedd47bdb977,Hospital especializado,surgery,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
0b0c3ddb9f9a02d136e81f56578ce0f6,Hospital especializado,occupational medicine,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
437dfd4f6ece12c68811f5834f4e66da,Hospital especializado,spinal cord injury,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
44c5b1fa6d03919fe56a8a42466de5b8,Hospital especializado,clinical neurophysiology,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
372792e64b3dba136d148b7f09802353,Hospital especializado,blood transfusion,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
abb8bd4ecaf31f0b0ea130b1a2f69029,Hospital especializado,vascular surgery,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
9cfb5f23ee109818209226896f626430,Hospital especializado,clinical pathology,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
265e55767506f36fe931af28952b1c85,Hospital especializado,treatment,"CTRA M-515 (POZUELO) 61, EDIFICIO A-C-D, 28220, Majadahonda",Majadahonda,https://wikidata.org/entityQ427505,-4.27057,44.7872
