num_expediente,dateTime,adress,distrito,tipo_accidente,estado_meteorológico,bicycle_is_electronic,tipo_persona,rango_edad,sexo,hospitalizado,coordenada_x_utm,coordenada_y_utm,positiva_alcohol
2019S000036,2019-01-02T20:45:00,"AVDA. GRAN VIA DE HORTALEZA / GTA. LUIS ROSALES, 65B",16  HORTALEZA,Colisión fronto-lateral,Despejado,0,Conductor,De 70 a 74 años,Hombre,1,444.591.127,4.479.784.701,0
2019S000045,2019-01-03T10:30:00,"CTRA. DEHESA DE LA VILLA, 1",9  MONCLOA-ARAVACA,Caída,Despejado,0,Conductor,De 15 a 17 años,Hombre,1,438.315.991,4.478.761.412,0
2019S000132,2019-01-03T12:45:00,"AVDA. SANTA EUGENIA / CALL. REAL DE ARGANDA, 64",18  VILLA DE VALLECAS,Alcance,Despejado,0,Conductor,De 18 a 20 años,Hombre,0,448.366.684,4.469.893.796,0
2019S000132,2019-01-03T12:45:00,"AVDA. SANTA EUGENIA / CALL. REAL DE ARGANDA, 64",18  VILLA DE VALLECAS,Alcance,Despejado,0,Conductor,De 21 a 24 años,Hombre,0,448.366.684,4.469.893.796,0
2019S000133,2019-01-03T14:30:00,"CALL. FELIPE ALVAREZ, 10",18  VILLA DE VALLECAS,Alcance,NULL,0,Conductor,De 15 a 17 años,Hombre,0,447.078.477,4.470.344.997,0
2019S000306,2019-01-04T17:10:00,"CALL. PRADILLO, 26",5  CHAMARTÍN,Colisión fronto-lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,442.893.724,4.477.784.651,0
2019S000641,2019-01-04T13:35:00,"CALL. CAÑON DEL RIO LOBOS, 7A",14  MORATALAZ,Colisión fronto-lateral,Despejado,0,Conductor,De 65 a 69 años,Hombre,0,446.461.067,4.473.051.643,0
2019S000659,2019-01-01T14:00:00,"CALL. CASTELLO / CALL. DON RAMON DE LA CRUZ, 60",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,442.218.740,4.475.612.690,0
2019S000904,2019-01-07T14:00:00,"CALL. NUESTRA SEÑORA DE VALVERDE / CALL. DOCTOR JUAN BRAVO, 2",8  FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,441.764.073,4.482.763.433,0
2019S001678,2019-01-09T12:50:00,"CALL. GRAN VIA, 66",1  CENTRO,Alcance,Despejado,0,Conductor,De 15 a 17 años,Hombre,NULL,439.854.516,4.474.862.412,0
2019S001738,2019-01-08T13:03:00,"C/ MONASTERIO DE ARLANZA-AV. SANTUARIO DE VALVERDE, 25",8  FUENCARRAL-EL PARDO,Caída,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,441.249.856,4.484.718.672,0
2019S001943,2019-01-09T14:50:00,"CALL. ANTONIO DE LEYVA, 84",11  CARABANCHEL,Colisión lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,439.160.331,4.471.027.621,0
2019S002373,2019-01-08T20:55:00,"CALL. PUERTO DE LA CRUZ VERDE, 49",2  ARGANZUELA,Atropello a persona,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,442.128.793,4.471.041.676,0
2019S002373,2019-01-08T20:55:00,"CALL. PUERTO DE LA CRUZ VERDE, 49",2  ARGANZUELA,Atropello a persona,Despejado,0,Peatón,De 35 a 39 años,Hombre,0,442.128.793,4.471.041.676,0
2019S002591,2019-01-12T22:15:00,"AVDA. POBLADOS / CALL. SECOYA, 109",11  CARABANCHEL,Choque contra obstáculo fijo,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,437.901.464,4.469.445.798,0
2019S002594,2019-01-12T22:45:00,"POLIG. ALUCHE-AVENIDA DE LOS POBLADOS / CALL. SECOYA, 0",10  LATINA,Choque contra obstáculo fijo,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,434.729.188,4.471.261.484,0
2019S002704,2019-01-12T13:00:00,"CALL. SANCHIDRIAN, 13A",10  LATINA,Alcance,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,434.184.773,4.471.970.438,0
2019S002788,2019-01-14T11:10:00,"CALL. FLORA, 1",1  CENTRO,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,439.972.908,4.474.416.388,0
2019S002882,2019-01-10T20:30:00,"PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. GASOMETRO, 23",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,439.999.601,4.472.603.749,0
2019S003277,2019-01-14T16:30:00,"CALL. SANTA GENOVEVA / PLAZA. AGUSTIN GONZALEZ, 2",15  CIUDAD LINEAL,Colisión lateral,Despejado,0,Conductor,De 50 a 54 años,Mujer,0,445.098.521,4.475.348.003,0
2019S003283,2019-01-11T16:00:00,"CALL. GRAN VIA / CALL. SAN BERNARDO, 3",1  CENTRO,Colisión fronto-lateral,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,439.942.934,4.474.788.750,0
2019S003306,2019-01-16T9:00:00,"AVDA. DAROCA / CALL. NICOLAS SALMERON, 1",15  CIUDAD LINEAL,Colisión fronto-lateral,Despejado,0,Conductor,De 35 a 39 años,Hombre,1,446.159.016,4.474.638.061,0
2019S003364,2019-01-12T13:03:00,"AVDA. ENSANCHE DE VALLECAS, 44",18  VILLA DE VALLECAS,Colisión fronto-lateral,NULL,0,Conductor,De 15 a 17 años,Mujer,0,448.350.971,4.468.767.824,0
2019S003463,2019-01-14T22:45:00,"CALL. MIGUEL ANGEL / PASEO. GENERAL MARTINEZ CAMPOS, 9",7  CHAMBERÍ,Colisión fronto-lateral,NULL,0,Conductor,De 25 a 29 años,Hombre,NULL,441.368.335,4.476.287.483,0
2019S003662,2019-01-17T6:00:00,"CALL. DOCE DE OCTUBRE, 26",3  RETIRO,Choque contra obstáculo fijo,Despejado,0,Conductor,De 18 a 20 años,Hombre,1,442.783.223,4.474.144.945,0
2019S003749,2019-01-16T15:20:00,"PLAZA. CONDE DEL VALLE DE SUCHIL, 3",7  CHAMBERÍ,Caída,Despejado,0,Conductor,De 55 a 59 años,Mujer,0,439.979.228,4.475.787.600,0
2019S004134,2019-01-14T20:20:00,"PASEO. EL PARDO, 37",8  FUENCARRAL-EL PARDO,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,1,434.035.836,4.486.268.312,0
2019S004151,2019-01-17T16:15:00,"CALL. SERRANO, 141",5  CHAMARTÍN,Alcance,Despejado,0,Conductor,De 45 a 49 años,Mujer,0,441.850.714,4.477.304.341,0
2019S004271,2019-01-18T18:05:00,"AVDA. FERMINA SEVILLANO, 42",20  SAN BLAS-CANILLEJAS,Colisión frontal,NULL,0,Conductor,De 45 a 49 años,Hombre,NULL,451.549.039,4.477.091.339,1
2019S004528,2019-01-19T21:10:00,"PLAZA. INDEPENDENCIA / CALL. ALCALA, 1",4  SALAMANCA,Colisión fronto-lateral,Lluvia débil,0,Conductor,De 25 a 29 años,Hombre,1,441.529.911,4.474.604.135,0
2019S004582,2019-01-19T11:10:00,"CTRA. EL PARDO A FUENCARRAL, 0, 0",8  FUENCARRAL-EL PARDO,Caída,Despejado,0,Conductor,De 30 a 34 años,Hombre,1,438.875.430,4.484.216.739,0
2019S004601,2019-01-17T19:50:00,"CALL. ARENAL / CALL. DONADOS, 26",1  CENTRO,Colisión lateral,Despejado,0,Conductor,De 21 a 24 años,Hombre,0,439.899.054,4.474.381.586,0
2019S004769,2019-01-18T7:55:00,"CALL. GENOVA, 2",1  CENTRO,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,441.007.753,4.475.438.297,0
2019S004939,2019-01-21T16:50:00,"CALL. SAN ENRIQUE DE OSSO, 36",16  HORTALEZA,Colisión fronto-lateral,Despejado,0,Conductor,De 10 a 14 años,Hombre,1,445.590.705,4.484.052.684,0
2019S005036,2019-01-24T11:15:00,"CALL. BRAVO MURILLO / CALL. PENSAMIENTO, 250",6  TETUÁN,Atropello a persona,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,440.734.502,4.479.027.422,0
2019S005036,2019-01-24T11:15:00,"CALL. BRAVO MURILLO / CALL. PENSAMIENTO, 250",6  TETUÁN,Atropello a persona,Despejado,0,Peatón,De 55 a 59 años,Mujer,0,440.734.502,4.479.027.422,0
2019S005062,2019-01-23T15:38:00,"AVDA. ALBUFERA, 149",13  PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,0,Conductor,De 65 a 69 años,Hombre,0,444.209.966,4.471.480.436,0
2019S005101,2019-01-18T13:00:00,"CALL. VILLABLANCA, 11",19  VICÁLVARO,Colisión fronto-lateral,Despejado,0,Conductor,De 60 a 64 años,Hombre,1,448.452.543,4.473.281.704,0
2019S005992,2019-01-25T9:12:00,"CALLE ALFONSO XI , CALLE ALCALA, 3",3  RETIRO,Colisión fronto-lateral,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,441.419.410,4.474.558.056,0
2019S006032,2019-01-26T21:35:00,"CALL. MARIA DE MOLINA, 60",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,442.430.470,4.476.525.038,0
2019S006478,2019-01-28T18:00:00,"CALL. MENDEZ ALVARO / CALL. TITAN, 83",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,442.507.828,4.471.603.239,0
2019S006501,2019-01-27T16:15:00,"CALL. ALCALA, 44",1  CENTRO,Atropello a persona,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,440.960.299,4.474.465.363,0
2019S006501,2019-01-27T16:15:00,"CALL. ALCALA, 44",1  CENTRO,Atropello a persona,Despejado,0,Peatón,De 25 a 29 años,Mujer,0,440.960.299,4.474.465.363,0
2019S006584,2019-01-12T22:25:00,"CALL. GENERAL RICARDOS / GTA. VALLE DE ORO, 164",11  CARABANCHEL,Colisión fronto-lateral,Despejado,0,Conductor,De 18 a 20 años,Hombre,0,437.897.401,4.471.144.739,0
2019S006649,2019-01-30T11:41:00,"CALL. TOMASA RUIZ, 1",11  CARABANCHEL,Choque contra obstáculo fijo,Despejado,0,Conductor,De 30 a 34 años,Hombre,NULL,439.683.831,4.471.991.241,0
2019S006655,2019-01-30T13:20:00,"AVDA. CARABANCHEL ALTO, 122",11  CARABANCHEL,Colisión frontal,Despejado,0,Conductor,De 10 a 14 años,Mujer,0,436.009.268,4.468.610.210,0
2019S007634,2019-01-24T19:58:00,"AVDA. ALBUFERA / CALL. PUERTO DE CANFRANC, 1",13  PUENTE DE VALLECAS,Colisión lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,443.619.585,4.471.900.704,0
2019S007753,2019-02-02T0:03:00,"CALL. MARIA DE MOLINA, 18",4  SALAMANCA,Caída,Despejado,0,Conductor,De 35 a 39 años,Hombre,1,441.729.535,4.476.572.025,0
2019S007855,2019-02-01T13:30:00,"CALL. DOCTOR ESQUERDO / CALL. DOCTOR ESQUERDO, 70",3  RETIRO,Alcance,Despejado,0,Conductor,De 35 a 39 años,Mujer,0,443.187.871,4.473.979.902,0
2019S007891,2019-02-01T0:15:00,"CALL. FRANCISCO SANTOS / CALL. MARTINEZ IZQUIERDO, 14",4  SALAMANCA,Colisión fronto-lateral,Lluvia débil,0,Conductor,De 45 a 49 años,Hombre,0,443.411.557,4.476.215.867,0
2019S007920,2019-02-02T11:07:00,"CALL. MARCELO USERA / CALL. MANUEL NOYA, 8",12  USERA,Atropello a persona,Despejado,0,Conductor,De 50 a 54 años,Mujer,0,439.556.926,4.470.765.498,0
2019S007920,2019-02-02T11:07:00,"CALL. MARCELO USERA / CALL. MANUEL NOYA, 8",12  USERA,Atropello a persona,Despejado,0,Peatón,De 70 a 74 años,Mujer,0,439.556.926,4.470.765.498,0
2019S008448,2019-02-06T8:05:00,"AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA, 2",8  FUENCARRAL-EL PARDO,Atropello a persona,Despejado,0,Conductor,De 45 a 49 años,Hombre,1,441.854.106,4.482.446.712,0
2019S008448,2019-02-06T8:05:00,"AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA, 2",8  FUENCARRAL-EL PARDO,Atropello a persona,Despejado,0,Peatón,De 15 a 17 años,Mujer,0,441.854.106,4.482.446.712,0
2019S008460,2019-02-01T1:40:00,"CALL. SANTA ENGRACIA / CALL. RIOS ROSAS, 128",7  CHAMBERÍ,Colisión fronto-lateral,Lluvia débil,0,Conductor,De 21 a 24 años,Hombre,0,440.471.429,4.477.057.485,0
2019S008489,2019-02-06T10:25:00,"CALL. JUAN BRAVO, 17",4  SALAMANCA,Colisión frontal,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,442.186.653,4.476.021.595,0
2019S008627,2019-02-06T17:30:00,"CALL. ALCALA, 173",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 40 a 44 años,Hombre,NULL,442.981.558,4.475.311.486,0
2019S008637,2019-02-03T17:00:00,"CALL. ALTAMIRANO / PASEO. PINTOR ROSALES, 52",9  MONCLOA-ARAVACA,Caída,Despejado,0,Conductor,De 45 a 49 años,Mujer,1,438.742.262,4.475.674.435,0
2019S008855,2019-02-06T19:40:00,"CALL. AGUSTIN DE FOXA, 30",5  CHAMARTÍN,Colisión fronto-lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,1,442.026.904,4.480.356.125,0
2019S009001,2019-02-07T9:15:00,"CALL. PRADILLO, 42",5  CHAMARTÍN,Choque contra obstáculo fijo,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,443.119.342,4.477.826.407,0
2019S009106,2019-02-07T18:50:00,"CALL. PRINCIPE DE VERGARA / GTA. LOPEZ DE HOYOS, 123",5  CHAMARTÍN,Caída,Despejado,0,Conductor,De 35 a 39 años,Mujer,1,442.422.865,4.476.979.381,0
2019S009136,2019-02-07T16:10:00,"CALL. VALLEHERMOSO / CALL. FERNANDEZ DE LOS RIOS, 42",7  CHAMBERÍ,Alcance,NULL,0,Conductor,De 30 a 34 años,Hombre,NULL,439.898.793,4.476.277.418,0
