Identificador,nombre,wikidata_street
http://www.group10.org/pl/resource/Street/S46,"Calle de los Mancebos, Madrid",<https://wikidata.org/entity/Q28662733>
http://www.group10.org/pl/resource/Street/S47,Calle Mayor,<https://wikidata.org/entity/Q1149052>
http://www.group10.org/pl/resource/Street/S49,calle de la Morería,<https://wikidata.org/entity/Q17623549>
http://www.group10.org/pl/resource/Street/S51,"Calle de los Hermanos García Noblejas, Madrid",<https://wikidata.org/entity/Q5740959>
http://www.group10.org/pl/resource/Street/S52,"Calle de Oriente, Madrid",<https://wikidata.org/entity/Q32052343>
http://www.group10.org/pl/resource/Street/S53,calle de la Paloma,<https://wikidata.org/entity/Q20908836>
http://www.group10.org/pl/resource/Street/S54,"Calle de la Priora, Madrid",<https://wikidata.org/entity/Q54153232>
http://www.group10.org/pl/resource/Street/S57,calle de la Redondilla,<https://wikidata.org/entity/Q16060822>
http://www.group10.org/pl/resource/Street/S58,calle del Rosario,<https://wikidata.org/entity/Q27955398>
http://www.group10.org/pl/resource/Street/S59,Costanilla de San Andrés,<https://wikidata.org/entity/Q18285771>
http://www.group10.org/pl/resource/Street/S61,"Calle de San Bruno, Madrid",<https://wikidata.org/entity/Q54165130>
http://www.group10.org/pl/resource/Street/S63,carrera de San Francisco,<https://wikidata.org/entity/Q24526469>
http://www.group10.org/pl/resource/Street/S66,"Calle de San Justo, Madrid",<https://wikidata.org/entity/Q32458483>
http://www.group10.org/pl/resource/Street/S69,Costanilla de San Pedro,<https://wikidata.org/entity/Q5790096>
http://www.group10.org/pl/resource/Street/S70,"Calle de Santa Clara, Madrid",<https://wikidata.org/entity/Q102216390>
http://www.group10.org/pl/resource/Street/S71,"Cuesta de Santo Domingo, Madrid",<https://wikidata.org/entity/Q5794008>
http://www.group10.org/pl/resource/Street/S74,calle de Segovia,<https://wikidata.org/entity/Q8255505>
http://www.group10.org/pl/resource/Street/S75,Ronda de Segovia,<https://wikidata.org/entity/Q27955399>
http://www.group10.org/pl/resource/Street/S76,"Calle de la Sierpe, Madrid",<https://wikidata.org/entity/Q29002424>
http://www.group10.org/pl/resource/Street/S77,calle de Silva,<https://wikidata.org/entity/Q27108025>
http://www.group10.org/pl/resource/Street/S78,"Calle de Tabernillas, Madrid",<https://wikidata.org/entity/Q28074122>
http://www.group10.org/pl/resource/Street/S79,Calle de Toledo,<https://wikidata.org/entity/Q5740883>
http://www.group10.org/pl/resource/Street/S80,"Calle de Torija, Madrid",<https://wikidata.org/entity/Q28946398>
http://www.group10.org/pl/resource/Street/S81,"Calle de la Unión, Madrid",<https://wikidata.org/entity/Q29007074>
http://www.group10.org/pl/resource/Street/S84,"Calle de la Ventosa, Madrid",<https://wikidata.org/entity/Q29002746>
http://www.group10.org/pl/resource/Street/S85,"Calle de la Villa, Madrid",<https://wikidata.org/entity/Q28662618>
http://www.group10.org/pl/resource/Street/S88,"Calle del Amparo, Madrid",<https://wikidata.org/entity/Q52049024>
http://www.group10.org/pl/resource/Street/S89,Calle de Arganzuela,<https://wikidata.org/entity/Q16749876>
http://www.group10.org/pl/resource/Street/S90,calle de Argumosa,<https://wikidata.org/entity/Q5740806>
http://www.group10.org/pl/resource/Street/S91,Calle de Atocha,<https://wikidata.org/entity/Q5492657>
http://www.group10.org/pl/resource/Street/S92,Ronda de Atocha,<https://wikidata.org/entity/Q26831149>
http://www.group10.org/pl/resource/Street/S93,"Calle de Ave María, Madrid",<https://wikidata.org/entity/Q27031791>
http://www.group10.org/pl/resource/Street/S94,"Calle de Buenavista, Madrid",<https://wikidata.org/entity/Q29050889>
http://www.group10.org/pl/resource/Street/S96,"Calle de los Cañizares, Madrid",<https://wikidata.org/entity/Q28032988>
http://www.group10.org/pl/resource/Street/S98,"Calle de Carlos Arniches, Madrid",<https://wikidata.org/entity/Q25410886>
http://www.group10.org/pl/resource/Street/S100,"Calle del Casino, Madrid",<https://wikidata.org/entity/Q26248358>
http://www.group10.org/pl/resource/Street/S101,"Calle de la Colegiata, Madrid",<https://wikidata.org/entity/Q24702367>
http://www.group10.org/pl/resource/Street/S102,calle de la Concepción Jerónima,<https://wikidata.org/entity/Q21072221>
http://www.group10.org/pl/resource/Street/S103,"Calle del Conde de Romanones, Madrid",<https://wikidata.org/entity/Q28026494>
http://www.group10.org/pl/resource/Street/S104,calle del Doctor Cortezo,<https://wikidata.org/entity/Q28031508>
http://www.group10.org/pl/resource/Street/S105,"Calle del Doctor Fourquet, Madrid",<https://wikidata.org/entity/Q27048305>
http://www.group10.org/pl/resource/Street/S106,"Calle del Doctor Piga, Madrid",<https://wikidata.org/entity/Q52158066>
http://www.group10.org/pl/resource/Street/S107,"Calle del Duque de Alba, Madrid",<https://wikidata.org/entity/Q28031766>
http://www.group10.org/pl/resource/Street/S108,"Calle del Duque de Fernán Núñez, Madrid",<https://wikidata.org/entity/Q29051517>
http://www.group10.org/pl/resource/Street/S109,calle del Duque de Rivas,<https://wikidata.org/entity/Q47004348>
http://www.group10.org/pl/resource/Street/S110,"Calle de Embajadores, Madrid",<https://wikidata.org/entity/Q5740826>
http://www.group10.org/pl/resource/Street/S112,"Calle de la Escuadra, Madrid",<https://wikidata.org/entity/Q28007141>
http://www.group10.org/pl/resource/Street/S114,"Calle de los Estudios, Madrid",<https://wikidata.org/entity/Q52158093>
http://www.group10.org/pl/resource/Street/S116,"Calle del Hospital, Madrid",<https://wikidata.org/entity/Q52153419>
http://www.group10.org/pl/resource/Street/S117,"Calle de la Huerta del Bayo, Madrid",<https://wikidata.org/entity/Q42908465>
http://www.group10.org/pl/resource/Street/S118,"Calle de Jesús y María, Madrid",<https://wikidata.org/entity/Q52153441>
http://www.group10.org/pl/resource/Street/S119,"Calle de Juanelo, Madrid",<https://wikidata.org/entity/Q28045186>
http://www.group10.org/pl/resource/Street/S120,Calle de Lavapiés,<https://wikidata.org/entity/Q19969082>
http://www.group10.org/pl/resource/Street/S122,"Calle de Luis Vélez de Guevara, Madrid",<https://wikidata.org/entity/Q28033229>
http://www.group10.org/pl/resource/Street/S123,Magdalena street,<https://wikidata.org/entity/Q17181780>
http://www.group10.org/pl/resource/Street/S124,"Calle de Mallorca, Madrid",<https://wikidata.org/entity/Q27048299>
http://www.group10.org/pl/resource/Street/S125,"Calle del Marqués de Toca, Madrid",<https://wikidata.org/entity/Q29050990>
http://www.group10.org/pl/resource/Street/S126,"Callejón del Mellizo, Madrid",<https://wikidata.org/entity/Q32038991>
http://www.group10.org/pl/resource/Street/S127,calle de Mesón de Paredes,<https://wikidata.org/entity/Q5686332>
http://www.group10.org/pl/resource/Street/S128,"Calle de Miguel Servet, Madrid",<https://wikidata.org/entity/Q52158635>
http://www.group10.org/pl/resource/Street/S129,Calle de Mira el Río Baja,<https://wikidata.org/entity/Q52153127>
http://www.group10.org/pl/resource/Street/S130,"Calle de Mira el Sol, Madrid",<https://wikidata.org/entity/Q25265930>
http://www.group10.org/pl/resource/Street/S131,"Calle del Olivar, Madrid",<https://wikidata.org/entity/Q20021057>
http://www.group10.org/pl/resource/Street/S132,"Calle del Olmo, Madrid",<https://wikidata.org/entity/Q20021071>
http://www.group10.org/pl/resource/Street/S133,"Calle de Peña de Francia, Madrid",<https://wikidata.org/entity/Q52158658>
http://www.group10.org/pl/resource/Street/S136,Calle de la Ribera de Curtidores,<https://wikidata.org/entity/Q5740938>
http://www.group10.org/pl/resource/Street/S137,"Calle del Salitre, Madrid",<https://wikidata.org/entity/Q29550986>
http://www.group10.org/pl/resource/Street/S138,"Calle de San Carlos, Madrid",<https://wikidata.org/entity/Q52158409>
http://www.group10.org/pl/resource/Street/S140,"Calle de San Eugenio, Madrid",<https://wikidata.org/entity/Q29050980>
http://www.group10.org/pl/resource/Street/S142,"Calle de San Millán, Madrid",<https://wikidata.org/entity/Q52158876>
http://www.group10.org/pl/resource/Street/S143,Calle de San Simón,<https://wikidata.org/entity/Q105336809>
http://www.group10.org/pl/resource/Street/S144,"Calle de Santa Inés, Madrid",<https://wikidata.org/entity/Q29051022>
http://www.group10.org/pl/resource/Street/S145,calle de Santa Isabel,<https://wikidata.org/entity/Q2882669>
http://www.group10.org/pl/resource/Street/S146,"Calle de la Sombrerería, Madrid",<https://wikidata.org/entity/Q28007110>
http://www.group10.org/pl/resource/Street/S148,"Ronda de Toledo, Madrid",<https://wikidata.org/entity/Q6111946>
http://www.group10.org/pl/resource/Street/S149,"Calle de la Torrecilla del Leal, Madrid",<https://wikidata.org/entity/Q52153316>
http://www.group10.org/pl/resource/Street/S150,"Calle de los Tres Peces, Madrid",<https://wikidata.org/entity/Q52153408>
http://www.group10.org/pl/resource/Street/S151,calle de Valencia,<https://wikidata.org/entity/Q26810468>
http://www.group10.org/pl/resource/Street/S152,Ronda de Valencia,<https://wikidata.org/entity/Q16626200>
http://www.group10.org/pl/resource/Street/S153,"Calle de Zurita, Madrid",<https://wikidata.org/entity/Q29051010>
http://www.group10.org/pl/resource/Street/S154,calle de la Alameda,<https://wikidata.org/entity/Q27224202>
http://www.group10.org/pl/resource/Street/S156,"Calle del Amor de Dios, Madrid",<https://wikidata.org/entity/Q42155518>
http://www.group10.org/pl/resource/Street/S157,"Calle de Arlabán, Madrid",<https://wikidata.org/entity/Q44910881>
http://www.group10.org/pl/resource/Street/S158,Caballero de Gracia street,<https://wikidata.org/entity/Q5740985>
http://www.group10.org/pl/resource/Street/S161,"Calle de Cervantes, Madrid",<https://wikidata.org/entity/Q20014008>
http://www.group10.org/pl/resource/Street/S162,"Calle del Clavel, Madrid",<https://wikidata.org/entity/Q28051075>
http://www.group10.org/pl/resource/Street/S163,"Calle del Duque de Medinaceli, Madrid",<https://wikidata.org/entity/Q26830977>
http://www.group10.org/pl/resource/Street/S164,"Calle de Espoz y Mina, Madrid",<https://wikidata.org/entity/Q5740830>
http://www.group10.org/pl/resource/Street/S165,"Calle de Jesús, Madrid",<https://wikidata.org/entity/Q27051182>
http://www.group10.org/pl/resource/Street/S166,"Calle de Jesús, Madrid",<https://wikidata.org/entity/Q27051182>
http://www.group10.org/pl/resource/Street/S167,"Calle de Jovellanos, Madrid",<https://wikidata.org/entity/Q50227806>
http://www.group10.org/pl/resource/Street/S168,calle del León,<https://wikidata.org/entity/Q15839300>
http://www.group10.org/pl/resource/Street/S169,"Calle de Lope de Vega, Madrid",<https://wikidata.org/entity/Q19800989>
http://www.group10.org/pl/resource/Street/S170,"Calle de los Madrazo, Madrid",<https://wikidata.org/entity/Q29345542>
http://www.group10.org/pl/resource/Street/S171,Calle del Marqués de Casa Riera,<https://wikidata.org/entity/Q42767177>
http://www.group10.org/pl/resource/Street/S172,calle del Marqués de Cubas,<https://wikidata.org/entity/Q19304646>
http://www.group10.org/pl/resource/Street/S173,"Calle de Moratín, Madrid",<https://wikidata.org/entity/Q24944024>
http://www.group10.org/pl/resource/Street/S174,Calle del Prado,<https://wikidata.org/entity/Q16389845>
http://www.group10.org/pl/resource/Street/S175,Paseo del Prado,<https://wikidata.org/entity/Q2079615>
http://www.group10.org/pl/resource/Street/S176,"Calle del Príncipe, Madrid",<https://wikidata.org/entity/Q15788175>
http://www.group10.org/pl/resource/Street/S177,"Calle de San Agustín, Madrid",<https://wikidata.org/entity/Q28537501>
http://www.group10.org/pl/resource/Street/S178,"Calle de San Pedro, Madrid",<https://wikidata.org/entity/Q54911757>
http://www.group10.org/pl/resource/Street/S179,calle de San Sebastián,<https://wikidata.org/entity/Q24940406>
http://www.group10.org/pl/resource/Street/S180,"Calle de Santa Catalina, Madrid",<https://wikidata.org/entity/Q28595198>
http://www.group10.org/pl/resource/Street/S182,"Calle de la Virgen de los Peligros, Madrid",<https://wikidata.org/entity/Q28052626>
http://www.group10.org/pl/resource/Street/S183,"Calle del Almirante, Madrid",<https://wikidata.org/entity/Q28937422>
http://www.group10.org/pl/resource/Street/S185,"Calle de Apodaca, Madrid",<https://wikidata.org/entity/Q28032520>
http://www.group10.org/pl/resource/Street/S186,"Calle de Argensola, Madrid",<https://wikidata.org/entity/Q28525557>
http://www.group10.org/pl/resource/Street/S187,"Calle de Augusto Figueroa, Madrid",<https://wikidata.org/entity/Q29564346>
http://www.group10.org/pl/resource/Street/S188,calle de Bárbara de Bragança,<https://wikidata.org/entity/Q29413520>
http://www.group10.org/pl/resource/Street/S189,calle de Barceló,<https://wikidata.org/entity/Q27051120>
http://www.group10.org/pl/resource/Street/S190,Calle del Barquillo,<https://wikidata.org/entity/Q5740983>
http://www.group10.org/pl/resource/Street/S191,"Calle de Belén, Madrid",<https://wikidata.org/entity/Q28526908>
http://www.group10.org/pl/resource/Street/S192,"Calle de Belén, Madrid",<https://wikidata.org/entity/Q28526908>
http://www.group10.org/pl/resource/Street/S193,"Calle de la Beneficencia, Madrid",<https://wikidata.org/entity/Q28913756>
http://www.group10.org/pl/resource/Street/S194,"Calle de Campoamor, Madrid",<https://wikidata.org/entity/Q28529561>
http://www.group10.org/pl/resource/Street/S195,"Calle de Churruca, Madrid",<https://wikidata.org/entity/Q28032536>
http://www.group10.org/pl/resource/Street/S197,"Calle del Conde de Xiquena, Madrid",<https://wikidata.org/entity/Q28916630>
http://www.group10.org/pl/resource/Street/S198,"Calle de Fernando VI, Madrid",<https://wikidata.org/entity/Q28526177>
http://www.group10.org/pl/resource/Street/S200,calle de Fuencarral,<https://wikidata.org/entity/Q5740840>
http://www.group10.org/pl/resource/Street/S201,calle del General Castaños,<https://wikidata.org/entity/Q29413544>
http://www.group10.org/pl/resource/Street/S202,calle de Génova,<https://wikidata.org/entity/Q24294474>
http://www.group10.org/pl/resource/Street/S203,"Calle de Gravina, Madrid",<https://wikidata.org/entity/Q26248347>
http://www.group10.org/pl/resource/Street/S205,calle de Hortaleza,<https://wikidata.org/entity/Q5740911>
http://www.group10.org/pl/resource/Street/S206,"Calle de las Infantas, Madrid",<https://wikidata.org/entity/Q21004010>
http://www.group10.org/pl/resource/Street/S207,"Calle de Justiniano, Madrid",<https://wikidata.org/entity/Q28529571>
http://www.group10.org/pl/resource/Street/S208,"Calle de Larra, Madrid",<https://wikidata.org/entity/Q28032558>
http://www.group10.org/pl/resource/Street/S209,"Calle de la Libertad, Madrid",<https://wikidata.org/entity/Q20908829>
http://www.group10.org/pl/resource/Street/S210,"Calle de Luis de Góngora, Madrid",<https://wikidata.org/entity/Q30318197>
http://www.group10.org/pl/resource/Street/S211,"Calle del Marqués de la Ensenada, Madrid",<https://wikidata.org/entity/Q55227717>
http://www.group10.org/pl/resource/Street/S212,"Calle del Marqués de Monasterio, Madrid",<https://wikidata.org/entity/Q28916742>
http://www.group10.org/pl/resource/Street/S213,"Calle del Marqués de Valdeiglesias, Madrid",<https://wikidata.org/entity/Q54020473>
http://www.group10.org/pl/resource/Street/S214,calle de Mejía Lequerica,<https://wikidata.org/entity/Q24560004>
http://www.group10.org/pl/resource/Street/S215,"Calle de Orellana, Madrid",<https://wikidata.org/entity/Q28525695>
http://www.group10.org/pl/resource/Street/S217,calle de Pelayo,<https://wikidata.org/entity/Q27193723>
http://www.group10.org/pl/resource/Street/S218,"Calle de Piamonte, Madrid",<https://wikidata.org/entity/Q28662545>
http://www.group10.org/pl/resource/Street/S219,"Calle de Prim, Madrid",<https://wikidata.org/entity/Q28916366>
http://www.group10.org/pl/resource/Street/S220,"Calle de la Reina, Madrid",<https://wikidata.org/entity/Q28492319>
http://www.group10.org/pl/resource/Street/S224,calle de San Lorenzo,<https://wikidata.org/entity/Q46198964>
http://www.group10.org/pl/resource/Street/S225,"Calle de San Lucas, Madrid",<https://wikidata.org/entity/Q29413447>
http://www.group10.org/pl/resource/Street/S227,calle de San Mateo,<https://wikidata.org/entity/Q24532121>
http://www.group10.org/pl/resource/Street/S228,travesía de San Mateo,<https://wikidata.org/entity/Q28524122>
http://www.group10.org/pl/resource/Street/S229,calle de Santa Brígida,<https://wikidata.org/entity/Q27525845>
http://www.group10.org/pl/resource/Street/S230,"Calle de Santa Teresa, Madrid",<https://wikidata.org/entity/Q28525867>
http://www.group10.org/pl/resource/Street/S231,"Calle de Santo Tomé, Madrid",<https://wikidata.org/entity/Q29413220>
http://www.group10.org/pl/resource/Street/S232,"Calle de Serrano Anguita, Madrid",<https://wikidata.org/entity/Q28028455>
http://www.group10.org/pl/resource/Street/S233,"Calle de Tamayo y Baus, Madrid",<https://wikidata.org/entity/Q54087402>
http://www.group10.org/pl/resource/Street/S234,"Calle de Víctor Hugo, Madrid",<https://wikidata.org/entity/Q54024484>
http://www.group10.org/pl/resource/Street/S235,calle del Acuerdo,<https://wikidata.org/entity/Q29840620>
http://www.group10.org/pl/resource/Street/S236,calle de Amaniel,<https://wikidata.org/entity/Q24694982>
http://www.group10.org/pl/resource/Street/S237,"Calle de Antonio Grilo, Madrid",<https://wikidata.org/entity/Q105104614>
http://www.group10.org/pl/resource/Street/S238,calle de la Ballesta,<https://wikidata.org/entity/Q24643014>
http://www.group10.org/pl/resource/Street/S239,"Calle de Baltasar Gracián, Madrid",<https://wikidata.org/entity/Q63349357>
http://www.group10.org/pl/resource/Street/S240,calle del Barco Sinaia,<https://wikidata.org/entity/Q29530244>
http://www.group10.org/pl/resource/Street/S241,"Travesía de las Beatas, Madrid",<https://wikidata.org/entity/Q66826819>
http://www.group10.org/pl/resource/Street/S244,Calle de Colón,<https://wikidata.org/entity/Q29951433>
http://www.group10.org/pl/resource/Street/S245,"Calle de Concepción Arenal, Madrid",<https://wikidata.org/entity/Q42253408>
http://www.group10.org/pl/resource/Street/S247,calle del Conde Duque,<https://wikidata.org/entity/Q27031730>
http://www.group10.org/pl/resource/Street/S248,travesía del Conde Duque,<https://wikidata.org/entity/Q45899861>
http://www.group10.org/pl/resource/Street/S251,"Calle del Desengaño, Madrid",<https://wikidata.org/entity/Q5741000>
http://www.group10.org/pl/resource/Street/S253,"Calle de Don Felipe, Madrid",<https://wikidata.org/entity/Q30575449>
http://www.group10.org/pl/resource/Street/S254,Dos de Mayo Street,<https://wikidata.org/entity/Q18417678>
http://www.group10.org/pl/resource/Street/S255,calle del Duque de Liria,<https://wikidata.org/entity/Q45899637>
http://www.group10.org/pl/resource/Street/S256,"Calle del Espíritu Santo, Madrid",<https://wikidata.org/entity/Q5740833>
http://www.group10.org/pl/resource/Street/S258,"Calle del General Mitre, Madrid",<https://wikidata.org/entity/Q29831952>
http://www.group10.org/pl/resource/Street/S259,Calle de Jesús del Valle,<https://wikidata.org/entity/Q51720169>
http://www.group10.org/pl/resource/Street/S260,Juan de Dios Street,<https://wikidata.org/entity/Q56167860>
http://www.group10.org/pl/resource/Street/S261,"Calle del Limón, Madrid",<https://wikidata.org/entity/Q29608725>
http://www.group10.org/pl/resource/Street/S262,calle de la Madera,<https://wikidata.org/entity/Q5740925>
http://www.group10.org/pl/resource/Street/S263,"Calle del Maestro Guerrero, Madrid",<https://wikidata.org/entity/Q29839223>
http://www.group10.org/pl/resource/Street/S264,"Calle de Manuela Malasaña, Madrid",<https://wikidata.org/entity/Q27044275>
http://www.group10.org/pl/resource/Street/S265,"Calle del Marqués de Santa Ana, Madrid",<https://wikidata.org/entity/Q69409473>
http://www.group10.org/pl/resource/Street/S266,"Calle de los Mártires de Alcalá, Madrid",<https://wikidata.org/entity/Q91446030>
http://www.group10.org/pl/resource/Street/S267,"Calle de las Minas, Madrid",<https://wikidata.org/entity/Q28735111>
http://www.group10.org/pl/resource/Street/S268,"Calle de Monteleón, Madrid",<https://wikidata.org/entity/Q28940621>
http://www.group10.org/pl/resource/Street/S271,calle de las Negras,<https://wikidata.org/entity/Q45900653>
http://www.group10.org/pl/resource/Street/S272,"Calle del Norte, Madrid",<https://wikidata.org/entity/Q29840509>
http://www.group10.org/pl/resource/Street/S273,calle del Noviciado,<https://wikidata.org/entity/Q24695412>
http://www.group10.org/pl/resource/Street/S274,calle del Pez,<https://wikidata.org/entity/Q5741017>
http://www.group10.org/pl/resource/Street/S275,calle de Ponciano,<https://wikidata.org/entity/Q29838517>
http://www.group10.org/pl/resource/Street/S276,"Calle de las Pozas, Madrid",<https://wikidata.org/entity/Q28735110>
http://www.group10.org/pl/resource/Street/S277,calle de la Puebla,<https://wikidata.org/entity/Q28856259>
http://www.group10.org/pl/resource/Street/S278,"Calle de Quiñones, Madrid",<https://wikidata.org/entity/Q56703666>
http://www.group10.org/pl/resource/Street/S279,calle de los Reyes,<https://wikidata.org/entity/Q20908841>
http://www.group10.org/pl/resource/Street/S280,"Calle de Ricardo León, Madrid",<https://wikidata.org/entity/Q29833222>
http://www.group10.org/pl/resource/Street/S282,"Calle de Ruiz, Madrid",<https://wikidata.org/entity/Q28029239>
http://www.group10.org/pl/resource/Street/S283,calle de San Andrés,<https://wikidata.org/entity/Q27166315>
http://www.group10.org/pl/resource/Street/S284,calle de San Bernardino,<https://wikidata.org/entity/Q29610799>
http://www.group10.org/pl/resource/Street/S285,San Bernardo street,<https://wikidata.org/entity/Q5740864>
http://www.group10.org/pl/resource/Street/S286,"Calle de San Dimas, Madrid",<https://wikidata.org/entity/Q53719259>
http://www.group10.org/pl/resource/Street/S287,calle de San Hermenegildo,<https://wikidata.org/entity/Q54801399>
http://www.group10.org/pl/resource/Street/S289,calle de San Joaquín,<https://wikidata.org/entity/Q46194997>
http://www.group10.org/pl/resource/Street/S292,calle de Santa Cruz de Marcenado,<https://wikidata.org/entity/Q54801433>
http://www.group10.org/pl/resource/Street/S296,"Calle del Tesoro, Madrid",<https://wikidata.org/entity/Q29838583>
http://www.group10.org/pl/resource/Street/S298,calle de Valverde,<https://wikidata.org/entity/Q20639924>
http://www.group10.org/pl/resource/Street/S299,calle de la Abada,<https://wikidata.org/entity/Q24527284>
http://www.group10.org/pl/resource/Street/S300,calle de Bordadores,<https://wikidata.org/entity/Q24656602>
http://www.group10.org/pl/resource/Street/S302,"Calle de Chinchilla, Madrid",<https://wikidata.org/entity/Q28945693>
http://www.group10.org/pl/resource/Street/S303,Calle de los Cuchilleros,<https://wikidata.org/entity/Q29005894>
http://www.group10.org/pl/resource/Street/S304,"Calle de Esparteros, Madrid",<https://wikidata.org/entity/Q29525561>
http://www.group10.org/pl/resource/Street/S305,"Calle de la Flora, Madrid",<https://wikidata.org/entity/Q27044256>
http://www.group10.org/pl/resource/Street/S306,"Calle de las Fuentes, Madrid",<https://wikidata.org/entity/Q28533506>
http://www.group10.org/pl/resource/Street/S308,"Calle de las Hileras, Madrid",<https://wikidata.org/entity/Q28051025>
http://www.group10.org/pl/resource/Street/S309,calle Imperial,<https://wikidata.org/entity/Q26913879>
http://www.group10.org/pl/resource/Street/S310,calle del Maestro Victoria,<https://wikidata.org/entity/Q5741016>
http://www.group10.org/pl/resource/Street/S311,"Calle del Marqués Viudo de Pontejos, Madrid",<https://wikidata.org/entity/Q28033284>
http://www.group10.org/pl/resource/Street/S312,calle de Mesonero Romanos,<https://wikidata.org/entity/Q16867482>
http://www.group10.org/pl/resource/Street/S313,calle de la Salud (Madrid),<https://wikidata.org/entity/Q28727307>
http://www.group10.org/pl/resource/Street/S314,"Calle de San Martín, Madrid",<https://wikidata.org/entity/Q54153156>
http://www.group10.org/pl/resource/Street/S317,calle de Tetuán,<https://wikidata.org/entity/Q5740881>
http://www.group10.org/pl/resource/Street/S318,calle de las Tres Cruces,<https://wikidata.org/entity/Q24537177>
http://www.group10.org/pl/resource/Street/S319,"Calle de Trujillos, Madrid",<https://wikidata.org/entity/Q43449196>
http://www.group10.org/pl/resource/Street/S320,"Travesía de los Trujillos, Madrid",<https://wikidata.org/entity/Q28538604>
http://www.group10.org/pl/resource/Street/S321,"Calle de las Veneras, Madrid",<https://wikidata.org/entity/Q28052653>
http://www.group10.org/pl/resource/Street/S322,"Calle de Alejandro Dumas, Madrid",<https://wikidata.org/entity/Q33093214>
http://www.group10.org/pl/resource/Street/S331,"Category:Centro de Salud Paseo Imperial, Madrid",<https://wikidata.org/entity/Q63229872>
http://www.group10.org/pl/resource/Street/S345,Paseo de los Pontones,<https://wikidata.org/entity/Q26737156>
http://www.group10.org/pl/resource/Street/S354,"Paseo de la Virgen del Puerto, Madrid",<https://wikidata.org/entity/Q6065659>
