PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
23711;"Apartamentos Municipales para Mayores 'Retiro'";"";"";"Alojamiento.";"Metro: Sainz de BarandaBus: 15, 30, 56, 143, 202";"Condiciones de Admisión: - Estar empadronado en el municipio de Madrid.- Ser mayor de 65 años (también el cónyuge que conviva con él, siempre que tenga cumplidos los 60 años).- Ser autónomo en la realización de las actividades básicas diarias.- Carecer de vivienda propia o ser ésta inadecuada y/o encontrarse en riesgo por vivir solo.- Estar dispuesto a ingresar en un Centro Residencial Asistido cuando no se valga por sí mismo.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce926545f951c010VgnVCM2000000c205a0aRCRD";"JOSE MARTINEZ DE VELASCO";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28007";"3";"ESTRELLA";"3";"RETIRO";"443346";"4473992";"40.41461489944016";"-3.667774590446818";"915 571 319";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
11824;"Apartamentos Municipales para Mayores 'San Francisco'";"";"";"Alojamiento.";"Metro: LatinaBus: 3, 148";"Condiciones de Admisión: - Estar empadronado en el municipio de Madrid.- Ser mayor de 65 años (también el cónyuge que conviva con él, siempre que tenga cumplidos los 60 años).- Ser autónomo en la realización de las actividades básicas diarias.- Carecer de vivienda propia o ser ésta inadecuada y/o encontrarse en riesgo por vivir solo.- Estar dispuesto a ingresar en un Centro Residencial Asistido cuando no se valga por sí mismo.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8300d4985261c010VgnVCM1000000b205a0aRCRD";"JERTE";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439289";"4473597";"40.41077050441227";"-3.715552056000273";"913 644 005";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
11545193;"Centro de día Gerontológico de Estancia Diurna";"";"";"";"Metro: San Francisco (línea 11).  Bus: 118, 47.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3a5eabb8aa7d710VgnVCM1000001d4a900aRCRD";"BELZUNEGUI";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28025";"5";"PUERTA BONITA";"11";"CARABANCHEL";"437271";"4469741";"40.37589326502954";"-3.738942633929243";"915 254 211";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
11542466;"Centro de día Vivendia Personas Mayores";"";"";"";"Metro: Usera (línea 6).  Bus: 78.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e95685f23df6d710VgnVCM2000001f4a900aRCRD";"LUIS USERA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28026";"7";"PRADOLONGO";"12";"USERA";"440051";"4470191";"40.38015806755923";"-3.706230534819912";"914 766 831";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
11545182;"Centro de día para enfermos de alzheimer Reina Sofía (calle Infanta Mercedes 26)";"";"";"";"Metro: Tetuán (línea 1).  Bus: 126, 3.  Bicimad: Estaciones 155 (calle San Germán, 57), 154 (calle Orense, 36), 152 (avenida del General Perón, 4).  Aparcamiento: Presidente Carmona (33), avenida Presidente Carmona.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=83c3eabb8aa7d710VgnVCM1000001d4a900aRCRD";"INFANTA MERCEDES";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"440787";"4478556";"40.45556545448107";"-3.698340232909169";"913 308 842";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
11545229;"Centro de día para mayores Cruz Roja Española edificio Muguet 7";"";"";"";"Metro: Carabanchel Alto (línea 11).  Bus: 108, 118.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=773c3fc00ea7d710VgnVCM1000001d4a900aRCRD";"MUGUET";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28044";"6";"BUENAVISTA";"11";"CARABANCHEL";"436618";"4469068";"40.36978284802807";"-3.746558698400538";"915 325 555";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
11542485;"Centro de día para mayores Doctor Espina";"";"";"";"Metro: Oporto (líneas 5 y 6).  Bus: 34, 35, 118.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d129df004107d710VgnVCM2000001f4a900aRCRD";"DOCTOR ESPINA";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28019";"2";"OPAÑEL";"11";"CARABANCHEL";"438223";"4471266";"40.38970820927584";"-3.727868800617044";"914 724 539";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
11542516;"Centro de día para mayores Domusvi Chamartín";"";"";"";"Metro: Alfonso XIII (línea 4).  Bus: 73, 9, 72.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e100df004107d710VgnVCM2000001f4a900aRCRD";"ANTONIO SALCES";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28002";"2";"PROSPERIDAD";"5";"CHAMARTIN";"443130";"4477415";"40.445446492753945";"-3.6706138488877755";"917 440 310";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
35679;"Centro de día para mayores El Bosque";"";"";"";"Metro: O'Donnell (línea 6).  Bus: C2, 143, 156, 2, 56, 71, 12, 30, C1.  Bicimad: Estación 184 (paseo Marqués de Zafra, 24).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=efcb444a2951c010VgnVCM2000000c205a0aRCRD";"LOS PEÑASCALES";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28028";"3";"FUENTE DEL BERRO";"4";"SALAMANCA";"443499";"4475024";"40.42393836822985";"-3.6660438581462427";"915 732 828";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
17464;"Centro de día para mayores Geriacen";"";"";"";"Metro: Begoña (línea 10).  Bus: 124, 137, 135, 175, 178.  Cercanías Renfe: Ramón y Cajal (líneas C3, C7, C8 y Regional).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=150832df1d51c010VgnVCM2000000c205a0aRCRD";"VIRGEN DE ARANZAZU";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441546";"4481856";"40.48534272125386";"-3.6896927709062934";"";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"; 
