id,type,name,address,latitude,longitude,detail,zip_code,city,district,subdistrict,tax_code,register_date,phone,email,website,category,geographical_scope,num_affiliates,asoc_affiliated,belongs_to
92977ae4d2ba21425a59afb269c2a14e,FEDERATION,PLENA INCLUSION MADRID. ORGANIZACION DE ENTIDADES EN FAVOR DE PERSONAS CON DISCAPACIDAD INTELECTUAL DE MADRID,"AVENIDA CIUDAD DE BARCELONA, 108",40.4048956,-3.683278199999999,ESC. 2 BJ. DCHA.,28007,MADRID,RETIRO,PACIFICO,G28729853,1994-03-05T00:00:00Z,915018335,info@plenamadrid.org,http://plenainclusionmadrid.org/,DE PERSONAS CON DISCAPACIDAD,COMUNIDAD DE MADRID,15000,65,
8c235f89a8143a28a1d6067e959dd858,FEDERATION,COORDINADORA INFANTIL Y JUVENIL DE TIEMPO LIBRE DE VALLECAS,"CALLE JAVIER DE MIGUEL, 92",40.3851504,-3.6572793,"2, LOCAL 5",28018,MADRID,PUENTE DE VALLECAS,PALOMERAS BAJAS,G79896619,1992-10-30T00:00:00Z,912230414,coordinadora@asociaciones.org,http://www.coordinadora.org.es,INFANTILES,DISTRITO,996,19,
c0f168ce8900fa56e57789e2a2f2c9d0,FEDERATION,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA,"CALLE DON RAMON DE LA CRUZ, 90",40.4284091,-3.6720122,1º IZQ.,28006,MADRID,SALAMANCA,GOYA,G28719193,1991-12-11T00:00:00Z,unknown,madrid@fecapa.e.telefonica.net,unknown,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,180000,192,
735b90b4568125ed6c3f678819b6e058,FEDERATION,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM,"CALLE CAMINO DE LOS VINATEROS, 53",40.4108537,-3.6533376,BIS 1º,28030,MADRID,MORATALAZ,MEDIA LEGUA,G28749836,1988-07-04T00:00:00Z,917252909,administracion@aavvmadrid.org,http://www.aavvmadrid.org,VECINALES,COMUNIDAD DE MADRID,89663,184,
076a0c97d09cf1a0ec3e19c7f2529f2b,FEDERATION,FERMAD - PLATAFORMA MADRILEÑA DE ENTIDADES PARA LA ASISTENCIA A LA PERSONA ADICTA Y SU FAMILIA,"CALLE CONDE DE ROMANONES, 9",40.4131278,-3.7047039,4º DCHA,28012,MADRID,CENTRO,EMBAJADORES,G78406550,1990-05-10T00:00:00Z,913694448,fermad@telefonica.net,http://www.fermad.org,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,1158,19,
56c51a39a7c77d8084838cc920585bd0,FEDERATION,CONFEDERACION ESPAÑOLA DE AULAS DE TERCERA EDAD,"AVENIDA DE AMERICA, 1",40.4378694,-3.6775071,unknown,unknown,MADRID,CHAMARTIN,PROSPERIDAD,unknown,2022-07-21T00:00:00Z,696297014,admin@ceate.es,http://www.ceate.es,"DE PERSONAS MAYORES, JUBILADAS Y PENSIONISTAS",ESTATAL,1511,9,
ecf5631507a8aedcae34cef231aa7348,FEDERATION,FEDERACION DE ASOCIACIONES PARA LA DEFENSA DE LA SANIDAD PUBLICA,"CALLE ARROYO DE LA MEDIA LEGUA, 29",40.4110982,-3.6560752,PUERTA 49,unknown,MADRID,MORATALAZ,MEDIA LEGUA,G81042236,2022-07-18T00:00:00Z,913339087,fadspu@gmail.com,http://www.fadsp.es,DE SALUD Y APOYO MUTUO,ESTATAL,2042,9747,
770c0e7e2af0db73409aa2431aa8f33e,FEDERATION,FEDERACION DE VECINOS DE MADRID - VEM,"CALLE VICTOR ANDRES BELAUNDE, 52",40.4577508,-3.6800918,"PISO BAJO, PUERTA CENTRO",unknown,MADRID,CHAMARTIN,HISPANOAMERICA,G67985150,2022-05-26T00:00:00Z,684183496,vem@vecinosmadrid.es,https://www.vecinosmadrid.es/,VECINALES,COMUNIDAD DE MADRID,1085,11,
101951fe7ebe7bd8c77d14f75746b4bc,FEDERATION,FEDERACION DE ASOCIACIONES DE MUJERES “LIBRES Y COMBATIVAS” DE LA COMUNIDAD DE MADRID,"CALLE HERMANOS DEL MORAL, 33",40.3925198,-3.7211186,"PLANTA BAJA, PUERTA 2",unknown,MADRID,CARABANCHEL,OPAÑEL,G09837741,2022-03-15T00:00:00Z,605950727,libresycombativasmadrid@gmail.com,unknown,DE MUJERES,COMUNIDAD DE MADRID,792,3,
f4f6dce2f3a0f9dada0c2b5b66452017,FEDERATION,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS""","CALLE PILAR DE ZARAGOZA, 22",40.43323350000001,-3.6687608,BAJO-JARDIN,28028,MADRID,SALAMANCA,GUINDALERA,G28848497,1989-06-30T00:00:00Z,915539773,info@fapaginerdelosrios.es,http://www.fapaginerdelosrios.org,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,56852,379,
