id,type,name,address,detail,zip_code,city,district,subdistrict,tax_code,register_date,phone,email,internet,category,geographical_scope,asoc_totales,asoc_madrid,socios_madrid,num_affiliates,belongs_to
12092a75caa75e4644fd2869f0b6c45a,FOUNDATION,FUNDACION MASNATUR,"CALLE FERRAZ,55",LOCAL,28008,MADRID,ARGUELLES,,G81791147,29/06/2018,915474035,fundacion@masnatur.org,www.masnatur.org,DE PERSONAS CON DISCAPACIDAD,ESTATAL,,,,3, 
e1fc9c082df6cfff8cbcfff2b5a722ef,FOUNDATION,FUNDACION AMPAO,"CALLE NUÑEZ MORGADO,4","PLANTA 1ª, PUERTA 111",28036,MADRID,CASTILLA,,G82382482,23/07/2018,639846835,ampao@fundacionampao.com,http://www.fundacionampao.org,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,,,,28, 
13d63838ef1fb6f34ca2dc6821c60e49,FOUNDATION,FUNDACION ACOBE,"CALLE VIRGEN DEL SAGRARIO,19",BAJO DERECHA,28027,MADRID,CONCEPCION,,G85933984,24/07/2018,914049502,acobe@acobe.org,http://www.acobe.org,DE INMIGRANTES,ESTATAL,,,,19144, 
51e6d6e679953c6311757004d8cbbba9,FOUNDATION,FUNDACION SER,"CALLE MARQUES DE URQUIJO,47",unknown,28008,MADRID,ARGUELLES,,G82725516,17/08/2018,915547443,fundacion-ser@fundacion-ser.org,unknown,DE PERSONAS CON DISCAPACIDAD,ESTATAL,,,,70, 
73fed7fd472e502d8908794430511f4d,FOUNDATION,FUNDACIÓN ESPLAI CIUDADANIA COMPROMETIDA,"CALLE LA LATINA,21",LOCAL 13,28047,MADRID,unknown,,G62090535,20/08/2018,911681686,fundacion@fundacionesplai.org,unknown,OTRAS DE ACCIÓN SOCIAL,ESTATAL,,,,4, 
735143e9ff8c47def504f1ba0442df98,FOUNDATION,FUNDACIÓN ARRAIGO CARLOS ARA,"CALLE VIEJA DE PINTO,14",unknown,28021,MADRID,VILLAVERDE ALTO C.H.,,G87433991,17/08/2018,682244821,alfredomartin@ancesmei.com,FUNDACIONARRAIGO.ORG,DE INMIGRANTES,COMUNIDAD DE MADRID,,,,3, 
2974788b53f73e7950e8aa49f3a306db,FOUNDATION,FUNDACION AL FANAR PARA EL CONOCIMIENTO ARABE,"CALLE COLMENARES,5","PLANTA 4ª, PUERTA IZQDA.",28004,MADRID,JUSTICIA,,G86392776,17/08/2018,649635528,contacto@fundacionalfanar.org,www.fundacionalfanar.org,CULTURALES Y CASAS REGIONALES,ESTATAL,,,,5, 
e91068fff3d7fa1594dfdf3b4308433a,FOUNDATION,FUNDACION INICIATIVAS SUR,"PLAZA ASOCIACION,1",unknown,28041,MADRID,ORCASITAS,,G80663347,20/08/2018,913412698,gerencia@iniciativassur.com,unknown,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,,,,8, 
b071cfa81605a94ad80cfa2bbc747448,FOUNDATION,FUNDACION ADEMO,"CALLE HACIENDA DE PAVONES,328",unknown,28030,MADRID,FONTARRON,,G82047879,21/08/2018,917723500,gerencia@fundacionademo.org,www.ademo.org,DE PERSONAS CON DISCAPACIDAD,COMUNIDAD DE MADRID,,,,7, 
966b6dfb6b0819cc10644bea3115cf20,FOUNDATION,FUNDACION TOMILLO,"CALLE ALBUÑUELAS,15",unknown,28041,MADRID,ORCASUR,,G28979136,22/08/2018,913698201,proyectos.sociales@tomillo.org,http://www.tomillo.org,OTRAS DE ACCIÓN SOCIAL,ESTATAL,,,,12, 
