id,type,name,address,latitude,longitude,detail,zip_code,city,district,subdistrict,tax_code,register_date,phone,email,website,category,geographical_scope,num_affiliates,asoc_madrid,belongs_to
b706835de79a2b4e80506f582af3676a,ASSOCIATION,ONDA MERLIN COMUNITARIA-RADIO SURESTE,"CALLE DIAMANTE, 22",40.3522527,-3.6867994,unknown,28021,MADRID,VILLAVERDE,LOS ROSALES,G79092722,1994-10-14T00:00:00Z,649857547,administracion@omcradio.org,http://www.omcradio.org,DE COMUNICACIÓN,MUNICIPIO,114,,"[{""id"":""584b98aac2dddf59ee2cf19ca4ccb75e"",""name"":""UNION DE RADIOS LIBRES Y COMUNITARIAS DE MADRID""}]"
9ab0d88431732957a618d4a469a0d4c3,ASSOCIATION,ASOCIACION CULTURAL ATENEA,"PLAZA VIRGEN DE LOS LLANOS, 3",40.377465,-3.7799548,Y 4,28044,MADRID,LATINA,LAS AGUILAS,G79675617,1994-11-10T00:00:00Z,917051020,unknown,unknown,CULTURALES Y CASAS REGIONALES,BARRIO,625,,
ec5aa0b7846082a2415f0902f0da88f2,ASSOCIATION,ASOCIACION DE PADRES DE ALUMNOS COLEGIO PUBLICO DANIEL VAZQUEZ DIAZ,"CALLE ARMENTEROS, 46",40.4650584,-3.7131683,unknown,28039,MADRID,MONCLOA-ARAVACA,VALDEZARZA,G28576478,1994-09-28T00:00:00Z,600517703,ampacolegiodvd@gmail.com,unknown,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,100,,"[{""id"":""f4f6dce2f3a0f9dada0c2b5b66452017"",""name"":""FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS""""}]"
2bcab9d935d219641434683dd9d18a03,ASSOCIATION,ASOCIACION DE VECINOS DE EL PLANTIO DISTRITO MONCLOA,"CALLE RAFAEL VILLA, 78 D",40.4720131,-3.825996299999999,PISO 2. LETRA D,28023,MADRID,MONCLOA-ARAVACA,EL PLANTIO,G80907520,1994-07-11T00:00:00Z,650543532,vecindarioelplantio@gmail.com,unknown,VECINALES,MUNICIPIO,54,,
7b13b2203029ed80337f27127a9f1d28,ASSOCIATION,ASOCIACION MUJERES LAS AGUILAS,"CALLE BLAS CABRERA, 125",40.3779324,-3.7681915,1º,28044,MADRID,LATINA,LAS AGUILAS,G80286297,1994-09-26T00:00:00Z,917050388,amlaguilas@hotmail.com,unknown,DE MUJERES,DISTRITO,328,,
4fac9ba115140ac4f1c22da82aa0bc7f,ASSOCIATION,ASOCIACION CULTURAL RECREATIVA ESCUELA FUTBOL CARABANCHEL,"PLAZA LAS MENINAS, 2",40.3777652,-3.731243699999999,unknown,28025,MADRID,CARABANCHEL,ABRANTES,G80035066,1994-07-22T00:00:00Z,914699538,unknown,http://www.escuelafutbolcarabanchel.com,CULTURALES Y CASAS REGIONALES,DISTRITO,723,,
ac627ab1ccbdb62ec96e702f07f6425b,ASSOCIATION,ASOCIACION DE VECINOS LAS MUSAS LAS ROSAS,"CALLE CARLOS II, 12",40.4285091,-3.6077915,BAJO,28022,MADRID,SAN BLAS-CANILLEJAS,ROSAS,G79500732,1988-04-19T00:00:00Z,913131521,avvlasmusas2@hotmail.com,http://www.avlasmusas-lasrosas.org,VECINALES,MUNICIPIO,1111,,"[{""id"":""735b90b4568125ed6c3f678819b6e058"",""name"":""FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM""}]"
9908279ebbf1f9b250ba689db6a0222b,ASSOCIATION,CENTRO ENCUENTRO Y FORMACION OPAÑEL,"PLAZA CANTORIA, 2",40.3928902,-3.7232036,BAJO IZQ,28019,MADRID,CARABANCHEL,OPAÑEL,G80589229,1994-08-07T00:00:00Z,914729540,amo@amo.org.es,unknown,DE MUJERES,BARRIO,117,,
d93ed5b6db83be78efb0d05ae420158e,ASSOCIATION,AGRUPACION CORAL FERNANDO DE LOS RIOS,"CALLE MARQUES DE JURA REAL, 26",40.3913224,-3.710978699999999,1ª PLANTA,28019,MADRID,CARABANCHEL,COMILLAS,G78680410,1994-06-28T00:00:00Z,661301535,coralfdrios@hotmail.com,http://www.coralfernandodelosrios.org,CULTURALES Y CASAS REGIONALES,INTERNACIONAL,21,,
287e03db1d99e0ec2edb90d079e142f3,ASSOCIATION,ASOCIACION DE MADRES Y PADRES DE ALUMNOS COLEGIO DE EDUCACION INFANTIL Y PRIMARIA CUBA,"CALLE TEMBLEQUE, 58",40.3952116,-3.7615634,unknown,28024,MADRID,LATINA,ALUCHE,G80428774,1994-02-06T00:00:00Z,617296198,ampaceipcuba.aluche@gmail.com,unknown,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,24,,"[{""id"":""f4f6dce2f3a0f9dada0c2b5b66452017"",""name"":""FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS""""}]"
