id,type,name,address,latitude,longitude,detail,zip_code,city,district,subdistrict,tax_code,register_date,phone,email,website,category,geographical_scope,num_affiliates,assoc_affiliated,belongs_to
3f647cadf56541fb9513cb63ec370187,COLLECTIVE,VILLAVERDE CRIA,"CALLE GETAFE,14",40.3434423,-3.707986199999999,2º F,28021,MADRID,VILLAVERDE,VILLAVERDE ALTO C.H.,,2019-12-02T00:00:00Z,unknown,villaverde.cria@gmail.com,unknown,FAMILIAS,DISTRITO,10,,
3e77a14629775492504515dc4b23deda,COLLECTIVE,PLATAFORMA MADRID AGROECOLOGICO,"CALLE MEQUINENZA,20",40.4476757,-3.6055031,1º F,28022,MADRID,SAN BLAS-CANILLEJAS,CANILLEJAS,,2019-12-02T00:00:00Z,unknown,madridagroecologico@gmail.com,unknown,MEDIOAMBIENTALES Y ECOLOGISTAS,MUNICIPIO,19,,
c0e8517b1fe0b5270f3f41d4b56d6118,COLLECTIVE,PLATAFORMA SALVAD LAS PEQUEÑAS LIBRERIAS DE LA COMUNIDAD DE MADRID,"CALLE SIERRA MOLINA,26",40.3874183,-3.6684634,LIBRERIA PENCIL,28053,MADRID,PUENTE DE VALLECAS,SAN DIEGO,,2019-02-25T00:00:00Z,606540367,plataformasplm@gmail.com,unknown,"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTÓNOMOS",COMUNIDAD DE MADRID,250,,
e7e69cdf28f8ce6b69b4e1853ee21bab,COLLECTIVE,BARRAQUIANOS DE TRAGYCOM,"CALLE SIRIO,42",40.4107377,-3.664185599999999,13º A,28007,MADRID,RETIRO,ESTRELLA,,2019-12-03T00:00:00Z,629910641,tragycom@gmail.com,unknown,CULTURALES Y CASAS REGIONALES,unknown,28,,
c5b270a763686e776039618cc709f3a6,COLLECTIVE,"COLECTIVO CIUDADANO POR EL DEPORTE, LA CULTURA Y LA CONVIVENCIA CANCHAS ROJAS","CALLE ARROYO DE LA BULERA,11",40.3390247,-3.6804059,"BLOQUE D, 7ºA",28021,MADRID,VILLAVERDE,BUTARQUE,,2019-01-04T00:00:00Z,662422180,daysycuevaruiz@gmail.com,unknown,DEPORTIVAS,BARRIO,3,,
398475c83b47075e8897a083e97eb9f0,COLLECTIVE,ASOCIACION HUERTO DE LADIS,"CALLE CIUDADANIA,14",40.3563962,-3.6908013,LOCAL,28041,MADRID,VILLAVERDE,LOS ROSALES,,2019-04-22T00:00:00Z,680230149,huertoladis@gmail.com,unknown,MEDIOAMBIENTALES Y ECOLOGISTAS,BARRIO,8,,
49c0fa7f96aa0a5fb95c62909d5190a6,COLLECTIVE,COMUNIDAD CRISTIANA DEL ESPIRITU SANTO,"PASEO SANTA MARIA DE LA CABEZA,12",40.4063662,-3.6947516,"LOCAL, PUERTA B",28045,MADRID,ARGANZUELA,PALOS DE MOGUER,,2019-05-14T00:00:00Z,915130072,oficina.cer@gmail.com,unknown,OTRAS DE ACCIÓN SOCIAL,ESTATAL,3,,
74791edf1f8e8b8289a5067737630874,COLLECTIVE,SINDICATO ESTATAL DE PROFESIONALES DE SEGURIDAD Y SALUD -SEPROSS,"CALLE PUENTE LA REINA,39",40.5014143,-3.6763064,5º O,28050,MADRID,FUENCARRAL-EL PARDO,VALVERDE,,2019-12-02T00:00:00Z,659906671,sepross@sepross.es,unknown,"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTÓNOMOS",ESTATAL,557,,
2122c699d5e3d2fa6690771845bd7904,COLLECTIVE,ILUSTRE COLEGIO DE PROCURADORES DE MADRID,"CALLE BARBARA DE BRAGANZA,6",40.42333,-3.6933476,PLANTA BAJA,28004,MADRID,CENTRO,JUSTICIA,,2019-12-02T00:00:00Z,913081323,decano@icpm.es,unknown,"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTÓNOMOS",COMUNIDAD DE MADRID,2123,,
9426c311e76888b3b2368150cd05f362,COLLECTIVE,COLECTIVO CSA PLAYA GATA,"AVENIDA CARDENAL HERRERA ORIA,80",40.4912945,-3.691387599999999,PORTAL B,28034,MADRID,FUENCARRAL-EL PARDO,VALVERDE,,2019-07-06T00:00:00Z,6253215109,csaplayagata@gmail.com,unknown,OTRAS DE ACCIÓN SOCIAL,MUNICIPIO,3,,
898aef0932f6aaecda27aba8e9903991,COLLECTIVE,APOSTOLICAS DEL CORAZON DE JESUS OBRAS SOCIALES,"CALLE NICASIO GALLEGO,24",40.4295972,-3.69691,,28010,MADRID,CHAMBERI,TRAFALGAR,,2019-12-02T00:00:00Z,914454169,covoluntario@proyectosluzcasanova.org,unknown,OTRAS DE ACCIÓN SOCIAL,ESTATAL,6,,
