id,type,name,address,detail,zip_code,city,district,subdistrict,tax_code,register_date,phone,email,internet,category,geographical_scope,asoc_totales,asoc_madrid,socios_madrid,num_affiliates,belongs_to
b706835de79a2b4e80506f582af3676a,ASSOCIATION,ONDA MERLIN COMUNITARIA-RADIO SURESTE,"CALLE DIAMANTE, 22",unknown,28021,MADRID,VILLAVERDE,LOS ROSALES,G79092722,1994-10-14T00:00:00Z,649857547,administracion@omcradio.org,http://www.omcradio.org,DE COMUNICACIÓN,MUNICIPIO,,,,114,"[{""id"":""584b98aac2dddf59ee2cf19ca4ccb75e"",""name"":""UNION DE RADIOS LIBRES Y COMUNITARIAS DE MADRID""}]"
9ab0d88431732957a618d4a469a0d4c3,ASSOCIATION,ASOCIACION CULTURAL ATENEA,"PLAZA VIRGEN DE LOS LLANOS, 3",Y 4,28044,MADRID,LATINA,LAS AGUILAS,G79675617,1994-11-10T00:00:00Z,917051020,unknown,unknown,CULTURALES Y CASAS REGIONALES,BARRIO,,,,625,
ec5aa0b7846082a2415f0902f0da88f2,ASSOCIATION,ASOCIACION DE PADRES DE ALUMNOS COLEGIO PUBLICO DANIEL VAZQUEZ DIAZ,"CALLE ARMENTEROS, 46",unknown,28039,MADRID,MONCLOA-ARAVACA,VALDEZARZA,G28576478,1994-09-28T00:00:00Z,600517703,ampacolegiodvd@gmail.com,unknown,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,,,,100,"[{""id"":""f4f6dce2f3a0f9dada0c2b5b66452017"",""name"":""FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS""""}]"
2bcab9d935d219641434683dd9d18a03,ASSOCIATION,ASOCIACION DE VECINOS DE EL PLANTIO DISTRITO MONCLOA,"CALLE RAFAEL VILLA, 78 D",2º D,28023,MADRID,MONCLOA-ARAVACA,EL PLANTIO,G80907520,1994-07-11T00:00:00Z,650543532,vecindarioelplantio@gmail.com,unknown,VECINALES,MUNICIPIO,,,,54,
7b13b2203029ed80337f27127a9f1d28,ASSOCIATION,ASOCIACION MUJERES LAS AGUILAS,"CALLE BLAS CABRERA, 125",1ª PLANTA,28044,MADRID,LATINA,LAS AGUILAS,G80286297,1994-09-26T00:00:00Z,917050388,amlaguilas@hotmail.com,unknown,DE MUJERES,DISTRITO,,,,328,
4fac9ba115140ac4f1c22da82aa0bc7f,ASSOCIATION,ASOCIACION CULTURAL RECREATIVA ESCUELA FUTBOL CARABANCHEL,"PLAZA LAS MENINAS, 2",unknown,28025,MADRID,CARABANCHEL,ABRANTES,G80035066,1994-07-22T00:00:00Z,914699538,unknown,http://www.escuelafutbolcarabanchel.com,CULTURALES Y CASAS REGIONALES,DISTRITO,,,,723,
ac627ab1ccbdb62ec96e702f07f6425b,ASSOCIATION,ASOCIACION DE VECINOS LAS MUSAS LAS ROSAS,"CALLE CARLOS II, 12",BAJO,28022,MADRID,SAN BLAS-CANILLEJAS,ROSAS,G79500732,1988-04-19T00:00:00Z,913131521,avvlasmusas2@hotmail.com,http://www.avlasmusas-lasrosas.org,VECINALES,MUNICIPIO,,,,1111,"[{""id"":""735b90b4568125ed6c3f678819b6e058"",""name"":""FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM""}]"
9908279ebbf1f9b250ba689db6a0222b,ASSOCIATION,CENTRO ENCUENTRO Y FORMACION OPAÑEL,"PLAZA CANTORIA, 2",BAJO IZQ,28019,MADRID,CARABANCHEL,OPAÑEL,G80589229,1994-08-07T00:00:00Z,914729540,amo@amo.org.es,unknown,DE MUJERES,BARRIO,,,,117,
d93ed5b6db83be78efb0d05ae420158e,ASSOCIATION,AGRUPACION CORAL FERNANDO DE LOS RIOS,"CALLE MARQUES DE JURA REAL, 26",1ª PLANTA,28019,MADRID,CARABANCHEL,COMILLAS,G78680410,1994-06-28T00:00:00Z,661301535,coralfdrios@hotmail.com,http://www.coralfernandodelosrios.org,CULTURALES Y CASAS REGIONALES,INTERNACIONAL,,,,21,
287e03db1d99e0ec2edb90d079e142f3,ASSOCIATION,ASOCIACION DE MADRES Y PADRES DE ALUMNOS COLEGIO DE EDUCACION INFANTIL Y PRIMARIA CUBA,"CALLE TEMBLEQUE, 58",unknown,28024,MADRID,LATINA,ALUCHE,G80428774,1994-02-06T00:00:00Z,617296198,ampaceipcuba.aluche@gmail.com,unknown,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,,,,24,"[{""id"":""f4f6dce2f3a0f9dada0c2b5b66452017"",""name"":""FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS""""}]"
ed3d2c21991e3bef5e069713af9fa6ca,ASSOCIATION,ASOCIACION LUCHA ANTIDROGA LATINA. ALAD-LATINA,"CALLE BLAS CABRERA, 125",unknown,28044,MADRID,LATINA,LAS AGUILAS,G78781952,1988-04-18T00:00:00Z,917050388,aladlatina@hotmail.com,unknown,DE SALUD Y APOYO MUTUO,DISTRITO,,,,295,"[{""id"":""076a0c97d09cf1a0ec3e19c7f2529f2b"",""name"":""FERMAD - PLATAFORMA MADRILEÑA DE ENTIDADES PARA LA ASISTENCIA A LA PERSONA ADICTA Y SU FAMILIA""}]"
4311359ed4969e8401880e3c1836fbe1,ASSOCIATION,ASOCIACION DE MADRES Y PADRES DE ALUMNOS ESCUELA INFANTIL LA JARA,"CALLE HIJAS DE JESUS, 30",unknown,28026,MADRID,USERA,ALMENDRALES,G80307267,1994-03-29T00:00:00Z,914769480,ampa.lajara.usera@gmail.com,http://ampalajarausera.blogspot.com,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,,,,90,
ca75910166da03ff9d4655a0338e6b09,ASSOCIATION,ASOCIACION ALBAR 42,"CALLE MURO, 9",BAJO B,28042,MADRID,BARAJAS,TIMON,G83988576,1994-04-21T00:00:00Z,629455581,asociacionalbar42@hotmail.com,unknown,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,,,,44,
6602294be910b1e3c4571bd98c4d5484,ASSOCIATION,ASOCIACION DE MADRES Y PADRES DE ALUMNOS  DEL INSTITUTO DE EDUCACION SECUNDARIA SANTA EUGENIA,"CALLE CERRO ALMODOVAR, 5",unknown,28031,MADRID,VILLA VALLECAS,SANTA EUGENIA,G80182819,1994-02-03T00:00:00Z,655691162,info@ampaiessantaeugenia.es,http://ampaiessantaeugenia.es,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,,,,48,"[{""id"":""f4f6dce2f3a0f9dada0c2b5b66452017"",""name"":""FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS""""}]"
89fcd07f20b6785b92134bd6c1d0fa42,ASSOCIATION,ASOCIACION DE PADRES DE ALUMNOS COLEGIO PUBLICO ROSA LUXEMBURGO,"CALLE BARDEGUERAL, 16",18,28023,MADRID,MONCLOA-ARAVACA,ARAVACA,G79794244,1994-01-02T00:00:00Z,650021740,amparosaluxemburgo@gmail.com,http://aparosaluxemburgo.org,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,,,,268,"[{""id"":""f4f6dce2f3a0f9dada0c2b5b66452017"",""name"":""FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS""""}]"
e2ef524fbf3d9fe611d5a8e90fefdc9c,ASSOCIATION,ASOCIACION DE VECINOS SANTA ANA DE FUENCARRAL,"CALLE HOSPITALET DE LLOBREGAT, 10",BAJO,28034,MADRID,FUENCARRAL-EL PARDO,VALVERDE,G78383205,1988-04-18T00:00:00Z,917343350,asociacion.santaana@hotmail.com,unknown,VECINALES,COMUNIDAD DE MADRID,,,,110,"[{""id"":""735b90b4568125ed6c3f678819b6e058"",""name"":""FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM""}]"
8f468c873a32bb0619eaeb2050ba45d1,ASSOCIATION,"ASOCIACION DE MADRES Y PADRES DEL CONSERVATORIO PROFESIONAL DE MUSICA ""TERESA BERGANZA""","CALLE PALMIPEDO, 3",unknown,28047,MADRID,LATINA,LUCERO,G80763659,1994-04-13T00:00:00Z,915265176,secretaria@conservatorioteresaberganza.com,http://www.conservatorioteresaberganza.com.es,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,,,,36,
4e0cb6fb5fb446d1c92ede2ed8780188,ASSOCIATION,CIRCULO CONVIVENCIAL LIMITE - CIRVITE,"CALLE ESPARTA, 19",unknown,28022,MADRID,SAN BLAS-CANILLEJAS,CANILLEJAS,G28870558,1994-04-29T00:00:00Z,913249293,info@cirvite.org,http://www.cirvite.org,OTRAS DE ACCIÓN SOCIAL,ESTATAL,,,,85,"[{""id"":""92977ae4d2ba21425a59afb269c2a14e"",""name"":""PLENA INCLUSION MADRID. ORGANIZACION DE ENTIDADES EN FAVOR DE PERSONAS CON DISCAPACIDAD INTELECTUAL DE MADRID""}]"
5c936263f3428a40227908d5a3847c0b,ASSOCIATION,ASOCIACION CULTURAL Y DEPORTIVA ACUDE - SAN MIGUEL,"CALLE JACINTO VERDAGUER, 34",unknown,28019,MADRID,CARABANCHEL,OPAÑEL,G80879901,1994-01-03T00:00:00Z,646583487,dalonsourbano@gmail.com,http://www.acudecarabanchel.com	,DEPORTIVAS,BARRIO,,,,41,
d707329bece455a462b58ce00d1194c9,ASSOCIATION,ASOCIACION JAIRE,"PASAJE PRADILLO, 12",unknown,28002,MADRID,CHAMARTIN,PROSPERIDAD,G80618036,1994-07-02T00:00:00Z,915191260,asocjaire@yahoo.es,http://www.jaire.es,JUVENILES,MUNICIPIO,,,,82,"[{""id"":""d961e9f236177d65d21100592edb0769"",""name"":""FEDERACION INJUCAM PARA LA PROMOCION DE LA INFANCIA Y LA JUVENTUD""}]"
0f840be9b8db4d3fbd5ba2ce59211f55,ASSOCIATION,ASOCIACION DE VECINOS HISPANOAMERICA,"CALLE POTOSI, 8",5º A,28016,MADRID,CHAMARTIN,HISPANOAMERICA,G80723323,1994-03-22T00:00:00Z,669299360,info@metodosysistemas.com,unknown,VECINALES,MUNICIPIO,,,,95,
2ba596643cbbbc20318224181fa46b28,ASSOCIATION,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO SAGRADOS CORAZONES,"CALLE PAN Y TOROS, 45",unknown,28041,MADRID,VILLAVERDE,LOS ANGELES,G80020407,1994-02-18T00:00:00Z,913172526,scorazonesmad@planalfa.es,unknown,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,,,,96,"[{""id"":""c0f168ce8900fa56e57789e2a2f2c9d0"",""name"":""FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA""}]"
ef4e3b775c934dada217712d76f3d51f,ASSOCIATION,ASOCIACION DE MADRES Y PADRES DE ALUMNOS CULTURA Y DEMOCRACIA COLEGIO DE EDUCACION INFANTIL Y PRIMARIA JORGE GUILLEN,"AVENIDA EL FERROL, 47",unknown,28029,MADRID,FUENCARRAL-EL PARDO,EL PILAR,G81146870,1994-02-21T00:00:00Z,696583895,ampajorgeguillen.2009@gmail.com,unknown,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,,,,30,"[{""id"":""f4f6dce2f3a0f9dada0c2b5b66452017"",""name"":""FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS""""}]"
