id,type,name,address,latitude,longitude,detail,zip_code,city,district,subdistrict,tax_code,register_date,phone,email,website,category,geographical_scope,num_affiliates,asoc_affiliated,belongs_to_id1,belongs_to_id2,belongs_to_id3,belongs_to_id4
92977ae4d2ba21425a59afb269c2a14e,Federation,Plena Inclusion Madrid. Organizacion De Entidades En Favor De Personas Con Discapacidad Intelectual De Madrid,"Avenida Ciudad De Barcelona, 108",40.4048956,-3.683278199999999,Esc. 2 Bj. Dcha.,28007,Madrid,Retiro,Pacifico,G28729853,1994-03-05T00:00:00Z,915018335,info@plenamadrid.org,http://plenainclusionmadrid.org/,De Personas Con Discapacidad,Comunidad De Madrid,15000,65,,,,
8c235f89a8143a28a1d6067e959dd858,Federation,Coordinadora Infantil Y Juvenil De Tiempo Libre De Vallecas,"Calle Javier De Miguel, 92",40.3851504,-3.6572793,"2, Local 5",28018,Madrid,Puente De Vallecas,Palomeras Bajas,G79896619,1992-10-30T00:00:00Z,912230414,coordinadora@asociaciones.org,http://www.coordinadora.org.es,Infantiles,Distrito,996,19,,,,
c0f168ce8900fa56e57789e2a2f2c9d0,Federation,Federacion Catolica  De Asociaciones De Padres De Familia Y Padres De Alumnos De Madrid - Fecapa,"Calle Don Ramon De La Cruz, 90",40.4284091,-3.6720122,1º Izq.,28006,Madrid,Salamanca,Goya,G28719193,1991-12-11T00:00:00Z,,madrid@fecapa.e.telefonica.net,,De Madres Y Padres Del Alumnado,Comunidad De Madrid,180000,192,,,,
735b90b4568125ed6c3f678819b6e058,Federation,Federacion Regional De Asociaciones Vecinales De Madrid - Fravm,"Calle Camino De Los Vinateros, 53",40.4108537,-3.6533376,Bis 1º,28030,Madrid,Moratalaz,Media Legua,G28749836,1988-07-04T00:00:00Z,917252909,administracion@aavvmadrid.org,http://www.aavvmadrid.org,Vecinales,Comunidad De Madrid,89663,184,,,,
076a0c97d09cf1a0ec3e19c7f2529f2b,Federation,Fermad - Plataforma Madrileña De Entidades Para La Asistencia A La Persona Adicta Y Su Familia,"Calle Conde De Romanones, 9",40.4131278,-3.7047039,4º Dcha,28012,Madrid,Centro,Embajadores,G78406550,1990-05-10T00:00:00Z,913694448,fermad@telefonica.net,http://www.fermad.org,De Salud Y Apoyo Mutuo,Comunidad De Madrid,1158,19,,,,
56c51a39a7c77d8084838cc920585bd0,Federation,Confederacion Española De Aulas De Tercera Edad,"Avenida De America, 1",40.4378694,-3.6775071,,,Madrid,Chamartin,Prosperidad,,2022-07-21T00:00:00Z,696297014,admin@ceate.es,http://www.ceate.es,"De Personas Mayores, Jubiladas Y Pensionistas",Estatal,1511,9,,,,
ecf5631507a8aedcae34cef231aa7348,Federation,Federacion De Asociaciones Para La Defensa De La Sanidad Publica,"Calle Arroyo De La Media Legua, 29",40.4110982,-3.6560752,Puerta 49,,Madrid,Moratalaz,Media Legua,G81042236,2022-07-18T00:00:00Z,913339087,fadspu@gmail.com,http://www.fadsp.es,De Salud Y Apoyo Mutuo,Estatal,2042,9747,,,,
770c0e7e2af0db73409aa2431aa8f33e,Federation,Federacion De Vecinos De Madrid - Vem,"Calle Victor Andres Belaunde, 52",40.4577508,-3.6800918,"Piso Bajo, Puerta Centro",,Madrid,Chamartin,Hispanoamerica,G67985150,2022-05-26T00:00:00Z,684183496,vem@vecinosmadrid.es,https://www.vecinosmadrid.es/,Vecinales,Comunidad De Madrid,1085,11,,,,
101951fe7ebe7bd8c77d14f75746b4bc,Federation,Federacion De Asociaciones De Mujeres “libres Y Combativas” De La Comunidad De Madrid,"Calle Hermanos Del Moral, 33",40.3925198,-3.7211186,"Planta Baja, Puerta 2",,Madrid,Carabanchel,Opañel,G09837741,2022-03-15T00:00:00Z,605950727,libresycombativasmadrid@gmail.com,,De Mujeres,Comunidad De Madrid,792,3,,,,
f4f6dce2f3a0f9dada0c2b5b66452017,Federation,"Federacion De La Comunidad De Madrid De Asociaciones De Padres Y Madres Del Alumnado ""francisco Giner De Los Rios""","Calle Pilar De Zaragoza, 22",40.43323350000001,-3.6687608,Bajo-jardin,28028,Madrid,Salamanca,Guindalera,G28848497,1989-06-30T00:00:00Z,915539773,info@fapaginerdelosrios.es,http://www.fapaginerdelosrios.org,De Madres Y Padres Del Alumnado,Comunidad De Madrid,56852,379,,,,
