id,type,name,address,latitude,longitude,detail,zip_code,city,district,subdistrict,tax_code,register_date,phone,email,website,category,geographical_scope,num_affiliates,asoc_affiliated,belongs_to_id1,belongs_to_id2,belongs_to_id3,belongs_to_id4
b706835de79a2b4e80506f582af3676a,Association,Onda Merlin Comunitaria-radio Sureste,"Calle Diamante, 22",40.3522527,-3.6867994,,28021,Madrid,Villaverde,Los Rosales,G79092722,1994-10-14T00:00:00Z,649857547,administracion@omcradio.org,http://www.omcradio.org,De Comunicación,Municipio,114,,584b98aac2dddf59ee2cf19ca4ccb75e,,,
9ab0d88431732957a618d4a469a0d4c3,Association,Asociacion Cultural Atenea,"Plaza Virgen De Los Llanos, 3",40.377465,-3.7799548,Y 4,28044,Madrid,Latina,Las Aguilas,G79675617,1994-11-10T00:00:00Z,917051020,,,Culturales Y Casas Regionales,Barrio,625,,,,,
ec5aa0b7846082a2415f0902f0da88f2,Association,Asociacion De Padres De Alumnos Colegio Publico Daniel Vazquez Diaz,"Calle Armenteros, 46",40.4650584,-3.7131683,,28039,Madrid,Moncloa-Aravaca,Valdezarza,G28576478,1994-09-28T00:00:00Z,600517703,ampacolegiodvd@gmail.com,,De Madres Y Padres Del Alumnado,Barrio,100,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
2bcab9d935d219641434683dd9d18a03,Association,Asociacion De Vecinos De El Plantio Distrito Moncloa,"Calle Rafael Villa, 78 D",40.4720131,-3.825996299999999,2º D,28023,Madrid,Moncloa-Aravaca,El Plantio,G80907520,1994-07-11T00:00:00Z,650543532,vecindarioelplantio@gmail.com,,Vecinales,Municipio,54,,,,,
7b13b2203029ed80337f27127a9f1d28,Association,Asociacion Mujeres Las Aguilas,"Calle Blas Cabrera, 125",40.3779324,-3.7681915,1º,28044,Madrid,Latina,Las Aguilas,G80286297,1994-09-26T00:00:00Z,917050388,amlaguilas@hotmail.com,,De Mujeres,Distrito,328,,,,,
4fac9ba115140ac4f1c22da82aa0bc7f,Association,Asociacion Cultural Recreativa Escuela Futbol Carabanchel,"Plaza Las Meninas, 2",40.3777652,-3.731243699999999,,28025,Madrid,Carabanchel,Abrantes,G80035066,1994-07-22T00:00:00Z,914699538,,http://www.escuelafutbolcarabanchel.com,Culturales Y Casas Regionales,Distrito,723,,,,,
ac627ab1ccbdb62ec96e702f07f6425b,Association,Asociacion De Vecinos Las Musas Las Rosas,"Calle Carlos II, 12",40.4285091,-3.6077915,BAJO,28022,Madrid,San Blas-Canillejas,Rosas,G79500732,1988-04-19T00:00:00Z,913131521,avvlasmusas2@hotmail.com,http://www.avlasmusas-lasrosas.org,Vecinales,Municipio,1111,,735b90b4568125ed6c3f678819b6e058,,,
9908279ebbf1f9b250ba689db6a0222b,Association,Centro Encuentro Y Formacion Opañel,"Plaza Cantoria, 2",40.3928902,-3.7232036,BAJO IZQ,28019,Madrid,Carabanchel,Opañel,G80589229,1994-08-07T00:00:00Z,914729540,amo@amo.org.es,,De Mujeres,Barrio,117,,,,,
d93ed5b6db83be78efb0d05ae420158e,Association,Agrupacion Coral Fernando De Los Rios,"Calle Marques De Jura Real, 26",40.3913224,-3.710978699999999,1ª PLANTA,28019,Madrid,Carabanchel,Comillas,G78680410,1994-06-28T00:00:00Z,661301535,coralfdrios@hotmail.com,http://www.coralfernandodelosrios.org,Culturales Y Casas Regionales,Internacional,21,,,,,
287e03db1d99e0ec2edb90d079e142f3,Association,Asociacion De Madres Y Padres De Alumnos Colegio De Educacion Infantil Y Primaria Cuba,"Calle Tembleque, 58",40.3952116,-3.7615634,,28024,Madrid,Latina,Aluche,G80428774,1994-02-06T00:00:00Z,617296198,ampaceipcuba.aluche@gmail.com,,De Madres Y Padres Del Alumnado,Barrio,24,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
ed3d2c21991e3bef5e069713af9fa6ca,Association,Asociacion Lucha Antidroga Latina. Alad-latina,"Calle Blas Cabrera, 125",40.3779324,-3.7681915,,28044,Madrid,Latina,Las Aguilas,G78781952,1988-04-18T00:00:00Z,917050388,aladlatina@hotmail.com,,De Salud Y Apoyo Mutuo,Distrito,295,,076a0c97d09cf1a0ec3e19c7f2529f2b,,,
4311359ed4969e8401880e3c1836fbe1,Association,Asociacion De Madres Y Padres De Alumnos Escuela Infantil La Jara,"Calle Hijas De Jesus, 30",40.3844756,-3.7015326,,28026,Madrid,Usera,Almendrales,G80307267,1994-03-29T00:00:00Z,914769480,ampa.lajara.usera@gmail.com,http://ampalajarausera.blogspot.com,De Madres Y Padres Del Alumnado,Municipio,90,,,,,
ca75910166da03ff9d4655a0338e6b09,Association,Asociacion Albar 42,"Calle Muro, 9",40.4702146,-3.5844871,BAJO B,28042,Madrid,Barajas,Timon,G83988576,1994-04-21T00:00:00Z,629455581,asociacionalbar42@hotmail.com,,Culturales Y Casas Regionales,Comunidad De Madrid,44,,,,,
6602294be910b1e3c4571bd98c4d5484,Association,Asociacion De Madres Y Padres De Alumnos  Del Instituto De Educacion Secundaria Santa Eugenia,"Calle Cerro Almodovar, 5",40.3846004,-3.6034988,,28031,Madrid,Villa Vallecas,Santa Eugenia,G80182819,1994-02-03T00:00:00Z,655691162,info@ampaiessantaeugenia.es,http://ampaiessantaeugenia.es,De Madres Y Padres Del Alumnado,Municipio,48,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
89fcd07f20b6785b92134bd6c1d0fa42,Association,Asociacion De Padres De Alumnos Colegio Publico Rosa Luxemburgo,"Calle Bardegueral, 16",40.4501052,-3.7714614,18,28023,Madrid,Moncloa-Aravaca,Aravaca,G79794244,1994-01-02T00:00:00Z,650021740,amparosaluxemburgo@gmail.com,http://aparosaluxemburgo.org,De Madres Y Padres Del Alumnado,Municipio,268,,f4f6dce2f3a0f9dada0c2b5b66452017,,,
e2ef524fbf3d9fe611d5a8e90fefdc9c,Association,Asociacion De Vecinos Santa Ana De Fuencarral,"Calle Hospitalet De Llobregat, 10",40.494884,-3.694293099999999,BAJO,28034,Madrid,Fuencarral-El Pardo,Valverde,G78383205,1988-04-18T00:00:00Z,917343350,asociacion.santaana@hotmail.com,,Vecinales,Comunidad De Madrid,110,,735b90b4568125ed6c3f678819b6e058,,,
8f468c873a32bb0619eaeb2050ba45d1,Association,"Asociacion De Madres Y Padres Del Conservatorio Profesional De Musica ""teresa Berganza""","Calle Palmipedo, 3",40.40346359999999,-3.744976899999999,,28047,Madrid,Latina,Lucero,G80763659,1994-04-13T00:00:00Z,915265176,secretaria@conservatorioteresaberganza.com,http://www.conservatorioteresaberganza.com.es,De Madres Y Padres Del Alumnado,Municipio,36,,,,,
4e0cb6fb5fb446d1c92ede2ed8780188,Association,Circulo Convivencial Limite - Cirvite,"Calle Esparta, 19",40.4486896,-3.615963099999999,,28022,Madrid,San Blas-Canillejas,Canillejas,G28870558,1994-04-29T00:00:00Z,913249293,info@cirvite.org,http://www.cirvite.org,Otras De Acción Social,Estatal,85,,92977ae4d2ba21425a59afb269c2a14e,,,
5c936263f3428a40227908d5a3847c0b,Association,Asociacion Cultural Y Deportiva Acude - San Miguel,"Calle Jacinto Verdaguer, 34",40.3954405,-3.7185528,,28019,Madrid,Carabanchel,Opañel,G80879901,1994-01-03T00:00:00Z,646583487,dalonsourbano@gmail.com,http://www.acudecarabanchel.com,Deportivas,Barrio,41,,,,,
d707329bece455a462b58ce00d1194c9,Association,Asociacion Jaire,"Pasaje Pradillo, 12",40.4413862,-3.6723659,,28002,Madrid,Chamartin,Prosperidad,G80618036,1994-07-02T00:00:00Z,915191260,asocjaire@yahoo.es,http://www.jaire.es,Juveniles,Municipio,82,,d961e9f236177d65d21100592edb0769,,,
