id,type,name,address,latitude,longitude,detail,zip_code,city,district,subdistrict,tax_code,register_date,phone,email,website,category,geographical_scope,num_affiliates,asoc_madrid,belongs_to
3f647cadf56541fb9513cb63ec370187,Collective,Villaverde Cria,"Calle Getafe,14",40.3434423,-3.707986199999999,2º F,28021,Madrid,Villaverde,Villaverde Alto C.H.,,2019-12-02T00:00:00Z,,villaverde.cria@gmail.com,,Familias,Distrito,10,,
3e77a14629775492504515dc4b23deda,Collective,Plataforma Madrid Agroecologico,"Calle Mequinenza,20",40.4476757,-3.6055031,1º F,28022,Madrid,San Blas-Canillejas,Canillejas,,2019-12-02T00:00:00Z,,madridagroecologico@gmail.com,,Medioambientales Y Ecologistas,Municipio,19,,
c0e8517b1fe0b5270f3f41d4b56d6118,Collective,Plataforma Salvad Las Pequeñas Librerias De La Comunidad De Madrid,"Calle Sierra Molina,26",40.3874183,-3.6684634,Libreria Pencil,28053,Madrid,Puente De Vallecas,San Diego,,2019-02-25T00:00:00Z,606540367,plataformasplm@gmail.com,,"Comerciantes,empresarios,profesionales Y Autónomos",Comunidad De Madrid,250,,
e7e69cdf28f8ce6b69b4e1853ee21bab,Collective,Barraquianos De Tragycom,"Calle Sirio,42",40.4107377,-3.664185599999999,13º A,28007,Madrid,Retiro,Estrella,,2019-12-03T00:00:00Z,629910641,tragycom@gmail.com,,Culturales Y Casas Regionales,,28,,
c5b270a763686e776039618cc709f3a6,Collective,"Colectivo Ciudadano Por El Deporte, La Cultura Y La Convivencia Canchas Rojas","Calle Arroyo De La Bulera,11",40.3390247,-3.6804059,"Bloque D, 7ºa",28021,Madrid,Villaverde,Butarque,,2019-01-04T00:00:00Z,662422180,daysycuevaruiz@gmail.com,,Deportivas,Barrio,3,,
398475c83b47075e8897a083e97eb9f0,Collective,Asociacion Huerto De Ladis,"Calle Ciudadania,14",40.3563962,-3.6908013,Local,28041,Madrid,Villaverde,Los Rosales,,2019-04-22T00:00:00Z,680230149,huertoladis@gmail.com,,Medioambientales Y Ecologistas,Barrio,8,,
49c0fa7f96aa0a5fb95c62909d5190a6,Collective,Comunidad Cristiana Del Espiritu Santo,"Paseo Santa Maria De La Cabeza,12",40.4063662,-3.6947516,"Local, Puerta B",28045,Madrid,Arganzuela,Palos De Moguer,,2019-05-14T00:00:00Z,915130072,oficina.cer@gmail.com,,Otras De Acción Social,Estatal,3,,
74791edf1f8e8b8289a5067737630874,Collective,Sindicato Estatal De Profesionales De Seguridad Y Salud -sepross,"Calle Puente La Reina,39",40.5014143,-3.6763064,5º O,28050,Madrid,Fuencarral-El Pardo,Valverde,,2019-12-02T00:00:00Z,659906671,sepross@sepross.es,,"Comerciantes,empresarios,profesionales Y Autónomos",Estatal,557,,
2122c699d5e3d2fa6690771845bd7904,Collective,Ilustre Colegio De Procuradores De Madrid,"Calle Barbara De Braganza,6",40.42333,-3.6933476,Planta Baja,28004,Madrid,Centro,Justicia,,2019-12-02T00:00:00Z,913081323,decano@icpm.es,,"Comerciantes,empresarios,profesionales Y Autónomos",Comunidad De Madrid,2123,,
9426c311e76888b3b2368150cd05f362,Collective,Colectivo Csa Playa Gata,"Avenida Cardenal Herrera Oria,80",40.4912945,-3.691387599999999,Portal B,28034,Madrid,Fuencarral-El Pardo,Valverde,,2019-07-06T00:00:00Z,6253215109,csaplayagata@gmail.com,,Otras De Acción Social,Municipio,3,,
898aef0932f6aaecda27aba8e9903991,Collective,Apostolicas Del Corazon De Jesus Obras Sociales,"Calle Nicasio Gallego,24",40.4295972,-3.69691,,28010,Madrid,Chamberi,Trafalgar,,2019-12-02T00:00:00Z,914454169,covoluntario@proyectosluzcasanova.org,,Otras De Acción Social,Estatal,6,,
c90e274d55309db944076afb3ff9c391,Collective,Colegio Oficial De Agentes Comerciales De La Comunidad De Madrid,"Calle Ladera De Los Almendros,40",40.39712979999999,-3.6257361,,28032,Madrid,Vicalvaro,Valdebernardo,,2019-12-02T00:00:00Z,609282374,cjuntacolegial@coaccm.org,,"Comerciantes,empresarios,profesionales Y Autónomos",Comunidad De Madrid,1016,,
55a0df4b5a1786cd13a7a8de759859d4,Collective,"La Garbancita Ecologica, S. Coop. Mad. De Consumo Responsable Autogestionado","Calle Puerto Del Milagro,8",40.3850158,-3.6575418,Local,28018,Madrid,Puente De Vallecas,Palomeras Bajas,,2019-05-04T00:00:00Z,618215863,lacestabasica@lagarbancitaecologica.org,,Medioambientales Y Ecologistas,Municipio,33,,
9e406957d45fcb6c6f38c2ada7bace91,Collective,Madrid Borde Sur,"Calle Antonio De Leyva,41",40.3913134,-3.7153292,4º Dcha,28019,Madrid,Carabanchel,Comillas,,2019-08-23T00:00:00Z,638154659,a.lopezparejo@gmail.com,,Otras De Acción Social,Municipio,4,,
83ddfbd1c4f871159c148d7a010e69be,Collective,Fam Y Lias. Recursos Para La Diversidad S. Coop. Mad.,"Calle Esteban Carros,8",40.37357799999999,-3.658443,,28053,Madrid,Puente De Vallecas,Entrevias,,2020-01-27T00:00:00Z,918320114,contacta@famylias.org,http://www.famylias.org,Otras De Acción Social,Municipio,,,
c24fe9f765a44048868b5a620f05678e,Collective,Asociacion Bautista Reformada Del Pacto De Gracia,"Calle Fuendetodos,30",40.403529,-3.7306169,,28047,Madrid,Latina,Los Carmenes,,2020-08-25T00:00:00Z,671653536,info@ibrpg.org,http://www.ibrpg.org,Otras De Acción Social,Estatal,84,,
243be2818a23c980ad664f30f48e5d19,Collective,A3calles Cuidados En Territorio S Coop Mad,"Avenida Donostiarra,13",40.4350146,-3.6575855,,28027,Madrid,Ciudad Lineal,Concepcion,,2020-08-27T00:00:00Z,617879565,a3callescuidados@gmail.com,,De Personas Consumidoras Y Usuarias,Comunidad De Madrid,,,
